TILENAME,PATH,RA_CENT,DEC_CENT
DES1418-0624,DEC_Taiga/multiepoch/delve/r6117/DES1418-0624/p01/coadd,214.56346700,-6.40837000
DES1530+0335,DEC_Taiga/multiepoch/delve/r6117/DES1530+0335/p02/coadd,232.58856700,3.58607400
DES1224+0543,DEC_Taiga/multiepoch/delve/r6117/DES1224+0543/p01/coadd,186.20407700,5.72774100
DES1608+0543,DEC_Taiga/multiepoch/delve/r6117/DES1608+0543/p01/coadd,242.16681500,5.72774100
DES1402-3249,DEC_Taiga/multiepoch/delve/r6117/DES1402-3249/p01/coadd,210.62856700,-32.82225900
DES1438+2417,DEC_Taiga/multiepoch/delve/r6117/DES1438+2417/p01/coadd,219.67139300,24.28885200
DES1525-1332,DEC_Taiga/multiepoch/delve/r6117/DES1525-1332/p02/coadd,231.49184100,-13.54725900
DES1708-0541,DEC_Taiga/multiepoch/delve/r6117/DES1708-0541/p01/coadd,257.21379500,-5.69448100
DES1614-3040,DEC_Taiga/multiepoch/delve/r6117/DES1614-3040/p01/coadd,243.71123100,-30.68059300
DES1627-1958,DEC_Taiga/multiepoch/delve/r6117/DES1627-1958/p01/coadd,246.93245400,-19.97225900
DES1222+2834,DEC_Taiga/multiepoch/delve/r6117/DES1222+2834/p03/coadd,185.69117600,28.57218500
DES1158+3000,DEC_Taiga/multiepoch/delve/r6117/DES1158+3000/p01/coadd,179.60929300,29.99996300
DES1600+1917,DEC_Taiga/multiepoch/delve/r6117/DES1600+1917/p01/coadd,240.23449700,19.29163000
DES1521+1417,DEC_Taiga/multiepoch/delve/r6117/DES1521+1417/p02/coadd,230.30647200,14.29440700
DES1626-1707,DEC_Taiga/multiepoch/delve/r6117/DES1626-1707/p01/coadd,246.65662300,-17.11670400
DES1631-1832,DEC_Taiga/multiepoch/delve/r6117/DES1631-1832/p01/coadd,247.81985200,-18.54448100
DES1728-0541,DEC_Taiga/multiepoch/delve/r6117/DES1728-0541/p01/coadd,262.23580000,-5.69448100
DES1202-3832,DEC_Taiga/multiepoch/delve/r6117/DES1202-3832/p01/coadd,180.57085700,-38.53337000
DES1426+1126,DEC_Taiga/multiepoch/delve/r6117/DES1426+1126/p01/coadd,216.53958000,11.43885200
DES1715+1209,DEC_Taiga/multiepoch/delve/r6117/DES1715+1209/p01/coadd,258.94970800,12.15274100
DES1256+0917,DEC_Taiga/multiepoch/delve/r6117/DES1256+0917/p01/coadd,194.22922800,9.29718500
DES1716-0624,DEC_Taiga/multiepoch/delve/r6117/DES1716-0624/p01/coadd,259.10287400,-6.40837000
DES1001-3249,DEC_Taiga/multiepoch/delve/r6117/DES1001-3249/p01/coadd,150.31355200,-32.82225900
DES1443+1000,DEC_Taiga/multiepoch/delve/r6117/DES1443+1000/p01/coadd,220.91905300,10.01107400
DES0938-2541,DEC_Taiga/multiepoch/delve/r6117/DES0938-2541/p01/coadd,144.72380800,-25.68337000
DES1317+1626,DEC_Taiga/multiepoch/delve/r6117/DES1317+1626/p01/coadd,199.32426500,16.43607400
DES1610-3706,DEC_Taiga/multiepoch/delve/r6117/DES1610-3706/p02/coadd,242.61760100,-37.10559300
DES1200+0500,DEC_Taiga/multiepoch/delve/r6117/DES1200+0500/p01/coadd,180.15352500,5.01385200
DES1327-2832,DEC_Taiga/multiepoch/delve/r6117/DES1327-2832/p01/coadd,201.85806500,-28.53892600
DES1339-1250,DEC_Taiga/multiepoch/delve/r6117/DES1339-1250/p01/coadd,204.94271900,-12.83337000
DES1511+0752,DEC_Taiga/multiepoch/delve/r6117/DES1511+0752/p02/coadd,227.77331900,7.86940700
DES1618-3540,DEC_Taiga/multiepoch/delve/r6117/DES1618-3540/p01/coadd,244.56437600,-35.67781500
DES1735-0707,DEC_Taiga/multiepoch/delve/r6117/DES1735-0707/p01/coadd,263.92850700,-7.12225900
DES1442+0001,DEC_Taiga/multiepoch/delve/r6117/DES1442+0001/p02/coadd,220.54449400,0.01663000
DES1651-1332,DEC_Taiga/multiepoch/delve/r6117/DES1651-1332/p01/coadd,252.78711300,-13.54725900
DES1617-2332,DEC_Taiga/multiepoch/delve/r6117/DES1617-2332/p01/coadd,244.39023400,-23.54170400
DES1626-2332,DEC_Taiga/multiepoch/delve/r6117/DES1626-2332/p01/coadd,246.72633500,-23.54170400
DES1251+2043,DEC_Taiga/multiepoch/delve/r6117/DES1251+2043/p01/coadd,192.82414100,20.71940700
DES1336-3206,DEC_Taiga/multiepoch/delve/r6117/DES1336-3206/p01/coadd,204.08031300,-32.10837000
DES1740-0541,DEC_Taiga/multiepoch/delve/r6117/DES1740-0541/p01/coadd,265.10551700,-5.69448100
DES1500-2915,DEC_Taiga/multiepoch/delve/r6117/DES1500-2915/p02/coadd,225.11176000,-29.25281500
DES1543-2832,DEC_Taiga/multiepoch/delve/r6117/DES1543-2832/p01/coadd,235.98848100,-28.53892600
DES1519+1252,DEC_Taiga/multiepoch/delve/r6117/DES1519+1252/p02/coadd,229.87857200,12.86663000
DES1420+1126,DEC_Taiga/multiepoch/delve/r6117/DES1420+1126/p01/coadd,215.08286700,11.43885200
DES1524+2208,DEC_Taiga/multiepoch/delve/r6117/DES1524+2208/p02/coadd,231.01027500,22.14718500
DES1435+0835,DEC_Taiga/multiepoch/delve/r6117/DES1435+0835/p01/coadd,218.95156600,8.58329600
DES1409-0250,DEC_Taiga/multiepoch/delve/r6117/DES1409-0250/p01/coadd,212.34272800,-2.83892600
DES1114-3832,DEC_Taiga/multiepoch/delve/r6117/DES1114-3832/p03/coadd,168.70686900,-38.53337000
DES1633-2041,DEC_Taiga/multiepoch/delve/r6117/DES1633-2041/p01/coadd,248.46828500,-20.68614800
DES1725-0915,DEC_Taiga/multiepoch/delve/r6117/DES1725-0915/p01/coadd,261.47171600,-9.26392600
DES1345-3249,DEC_Taiga/multiepoch/delve/r6117/DES1345-3249/p01/coadd,206.38103100,-32.82225900
DES1212+2251,DEC_Taiga/multiepoch/delve/r6117/DES1212+2251/p01/coadd,183.06205200,22.86107400
DES1305+1917,DEC_Taiga/multiepoch/delve/r6117/DES1305+1917/p01/coadd,196.36566300,19.29163000
DES1727-1207,DEC_Taiga/multiepoch/delve/r6117/DES1727-1207/p01/coadd,261.82733100,-12.11948100
DES1656-0124,DEC_Taiga/multiepoch/delve/r6117/DES1656-0124/p01/coadd,254.20012700,-1.41114800
DES1423+1000,DEC_Taiga/multiepoch/delve/r6117/DES1423+1000/p01/coadd,215.84456700,10.01107400
DES1731-1041,DEC_Taiga/multiepoch/delve/r6117/DES1731-1041/p01/coadd,262.99406400,-10.69170400
DES1740-0833,DEC_Taiga/multiepoch/delve/r6117/DES1740-0833/p01/coadd,265.12728800,-8.55003700
DES1737-0541,DEC_Taiga/multiepoch/delve/r6117/DES1737-0541/p01/coadd,264.38808800,-5.69448100
DES1007-3623,DEC_Taiga/multiepoch/delve/r6117/DES1007-3623/p01/coadd,151.78643700,-36.39170400
DES1430-0041,DEC_Taiga/multiepoch/delve/r6117/DES1430-0041/p01/coadd,217.71133800,-0.69725900
DES1546-3540,DEC_Taiga/multiepoch/delve/r6117/DES1546-3540/p01/coadd,236.65483200,-35.67781500
DES1316-0416,DEC_Taiga/multiepoch/delve/r6117/DES1316-0416/p01/coadd,199.20156600,-4.26670400
DES1322-3706,DEC_Taiga/multiepoch/delve/r6117/DES1322-3706/p01/coadd,200.54649400,-37.10559300
DES1310+2000,DEC_Taiga/multiepoch/delve/r6117/DES1310+2000/p01/coadd,197.62015800,20.00551900
DES1739-0624,DEC_Taiga/multiepoch/delve/r6117/DES1739-0624/p01/coadd,264.84989400,-6.40837000
DES1330-2832,DEC_Taiga/multiepoch/delve/r6117/DES1330-2832/p01/coadd,202.67069400,-28.53892600
DES1441+0835,DEC_Taiga/multiepoch/delve/r6117/DES1441+0835/p01/coadd,220.39551600,8.58329600
DES1542-3457,DEC_Taiga/multiepoch/delve/r6117/DES1542-3457/p01/coadd,235.56968600,-34.96392600
DES1549-3457,DEC_Taiga/multiepoch/delve/r6117/DES1549-3457/p01/coadd,237.31191300,-34.96392600
DES1611+0418,DEC_Taiga/multiepoch/delve/r6117/DES1611+0418/p01/coadd,242.88409800,4.29996300
DES1154-4540,DEC_Taiga/multiepoch/delve/r6117/DES1154-4540/p01/coadd,178.58520100,-45.67225900
DES1428-4623,DEC_Taiga/multiepoch/delve/r6117/DES1428-4623/p03/coadd,217.19930800,-46.38614800
DES1238+1751,DEC_Taiga/multiepoch/delve/r6117/DES1238+1751/p01/coadd,189.51847400,17.86385200
DES1503-3457,DEC_Taiga/multiepoch/delve/r6117/DES1503-3457/p02/coadd,225.98744200,-34.96392600
DES1244-2958,DEC_Taiga/multiepoch/delve/r6117/DES1244-2958/p01/coadd,191.05720500,-29.96670400
DES1415-0250,DEC_Taiga/multiepoch/delve/r6117/DES1415-0250/p01/coadd,213.77226000,-2.83892600
DES1206+2208,DEC_Taiga/multiepoch/delve/r6117/DES1206+2208/p01/coadd,181.68184800,22.14718500
DES1247+3000,DEC_Taiga/multiepoch/delve/r6117/DES1247+3000/p01/coadd,191.97421100,29.99996300
DES1648-1124,DEC_Taiga/multiepoch/delve/r6117/DES1648-1124/p01/coadd,252.18940700,-11.40559300
DES1239+0043,DEC_Taiga/multiepoch/delve/r6117/DES1239+0043/p01/coadd,189.86960300,0.73051900
DES1224+1834,DEC_Taiga/multiepoch/delve/r6117/DES1224+1834/p01/coadd,186.12796000,18.57774100
DES1407-0041,DEC_Taiga/multiepoch/delve/r6117/DES1407-0041/p01/coadd,211.99980400,-0.69725900
DES1712+0709,DEC_Taiga/multiepoch/delve/r6117/DES1712+0709/p01/coadd,258.19799200,7.15551900
DES1302-1415,DEC_Taiga/multiepoch/delve/r6117/DES1302-1415/p01/coadd,195.64014700,-14.26114800
DES1318+1500,DEC_Taiga/multiepoch/delve/r6117/DES1318+1500/p01/coadd,199.55391300,15.00829600
DES1615-2958,DEC_Taiga/multiepoch/delve/r6117/DES1615-2958/p01/coadd,243.79648400,-29.96670400
DES1615-0458,DEC_Taiga/multiepoch/delve/r6117/DES1615-0458/p01/coadd,243.91695500,-4.98059300
DES1622+0835,DEC_Taiga/multiepoch/delve/r6117/DES1622+0835/p01/coadd,245.66464600,8.58329600
DES1649-2041,DEC_Taiga/multiepoch/delve/r6117/DES1649-2041/p01/coadd,252.28371100,-20.68614800
DES1322-3749,DEC_Taiga/multiepoch/delve/r6117/DES1322-3749/p01/coadd,200.57477300,-37.81948100
DES1422-1624,DEC_Taiga/multiepoch/delve/r6117/DES1422-1624/p01/coadd,215.64741100,-16.40281500
DES1216-1749,DEC_Taiga/multiepoch/delve/r6117/DES1216-1749/p03/coadd,184.21768700,-17.83059300
DES1608+0418,DEC_Taiga/multiepoch/delve/r6117/DES1608+0418/p01/coadd,242.16819400,4.29996300
DES1319+1543,DEC_Taiga/multiepoch/delve/r6117/DES1319+1543/p01/coadd,199.78823100,15.72218500
DES1255+1209,DEC_Taiga/multiepoch/delve/r6117/DES1255+1209/p01/coadd,193.95709500,12.15274100
DES1604+0335,DEC_Taiga/multiepoch/delve/r6117/DES1604+0335/p01/coadd,241.17204100,3.58607400
DES1159+1543,DEC_Taiga/multiepoch/delve/r6117/DES1159+1543/p01/coadd,179.76406200,15.72218500
DES1255-0750,DEC_Taiga/multiepoch/delve/r6117/DES1255-0750/p01/coadd,193.87918000,-7.83614800
DES1419+1626,DEC_Taiga/multiepoch/delve/r6117/DES1419+1626/p01/coadd,214.95465500,16.43607400
DES1223+0626,DEC_Taiga/multiepoch/delve/r6117/DES1223+0626/p01/coadd,185.84610900,6.44163000
DES1301+2834,DEC_Taiga/multiepoch/delve/r6117/DES1301+2834/p01/coadd,195.44581100,28.57218500
DES1520-0207,DEC_Taiga/multiepoch/delve/r6117/DES1520-0207/p02/coadd,230.04168800,-2.12503700
DES1328-2915,DEC_Taiga/multiepoch/delve/r6117/DES1328-2915/p01/coadd,202.20113100,-29.25281500
DES0958-3332,DEC_Taiga/multiepoch/delve/r6117/DES0958-3332/p03/coadd,149.66913400,-33.53614800
DES1337-3332,DEC_Taiga/multiepoch/delve/r6117/DES1337-3332/p01/coadd,204.48235200,-33.53614800
DES1734-0541,DEC_Taiga/multiepoch/delve/r6117/DES1734-0541/p01/coadd,263.67065800,-5.69448100
DES1449+0626,DEC_Taiga/multiepoch/delve/r6117/DES1449+0626/p02/coadd,222.48576400,6.44163000
DES1622-1832,DEC_Taiga/multiepoch/delve/r6117/DES1622-1832/p01/coadd,245.56089400,-18.54448100
DES1430+0835,DEC_Taiga/multiepoch/delve/r6117/DES1430+0835/p01/coadd,217.50761600,8.58329600
DES1307+1209,DEC_Taiga/multiepoch/delve/r6117/DES1307+1209/p01/coadd,196.87811100,12.15274100
DES1723-0958,DEC_Taiga/multiepoch/delve/r6117/DES1723-0958/p01/coadd,260.75456400,-9.97781500
DES1211-2332,DEC_Taiga/multiepoch/delve/r6117/DES1211-2332/p01/coadd,182.87291700,-23.54170400
DES1521+0335,DEC_Taiga/multiepoch/delve/r6117/DES1521+0335/p02/coadd,230.44269900,3.58607400
DES1626+2500,DEC_Taiga/multiepoch/delve/r6117/DES1626+2500/p01/coadd,246.62470600,25.00274100
DES1723-1124,DEC_Taiga/multiepoch/delve/r6117/DES1723-1124/p01/coadd,260.92865600,-11.40559300
DES1425+0543,DEC_Taiga/multiepoch/delve/r6117/DES1425+0543/p01/coadd,216.33785900,5.72774100
DES1201+1500,DEC_Taiga/multiepoch/delve/r6117/DES1201+1500/p01/coadd,180.33728800,15.00829600
DES1215+2251,DEC_Taiga/multiepoch/delve/r6117/DES1215+2251/p01/coadd,183.83679800,22.86107400
DES1246-0458,DEC_Taiga/multiepoch/delve/r6117/DES1246-0458/p01/coadd,191.60555000,-4.98059300
DES1555-0458,DEC_Taiga/multiepoch/delve/r6117/DES1555-0458/p01/coadd,238.90079300,-4.98059300
DES1541-3415,DEC_Taiga/multiepoch/delve/r6117/DES1541-3415/p01/coadd,235.41628200,-34.25003700
DES1353+0752,DEC_Taiga/multiepoch/delve/r6117/DES1353+0752/p01/coadd,208.31507400,7.86940700
DES1248+0835,DEC_Taiga/multiepoch/delve/r6117/DES1248+0835/p01/coadd,192.23848600,8.58329600
DES1358-1624,DEC_Taiga/multiepoch/delve/r6117/DES1358-1624/p02/coadd,209.69399800,-16.40281500
DES1245+2500,DEC_Taiga/multiepoch/delve/r6117/DES1245+2500/p01/coadd,191.48521300,25.00274100
DES0941-3540,DEC_Taiga/multiepoch/delve/r6117/DES0941-3540/p01/coadd,145.25565800,-35.67781500
DES1639-0041,DEC_Taiga/multiepoch/delve/r6117/DES1639-0041/p01/coadd,249.83871700,-0.69725900
DES1614+0418,DEC_Taiga/multiepoch/delve/r6117/DES1614+0418/p01/coadd,243.60000200,4.29996300
DES1008-2458,DEC_Taiga/multiepoch/delve/r6117/DES1008-2458/p03/coadd,152.03558800,-24.96948100
