TILENAME,PATH
b'DES1125+1043',b'DEC/multiepoch/delve/r5918/DES1125+1043/p01/coadd'
b'DES1122-1124',b'DEC/multiepoch/delve/r5918/DES1122-1124/p01/coadd'
b'DES0939+1543',b'DEC/multiepoch/delve/r5918/DES0939+1543/p01/coadd'
b'DES1131+2334',b'DEC/multiepoch/delve/r5918/DES1131+2334/p02/coadd'
b'DES1140+0209',b'DEC/multiepoch/delve/r5918/DES1140+0209/p01/coadd'
b'DES1114+1500',b'DEC/multiepoch/delve/r5918/DES1114+1500/p01/coadd'
b'DES0821+2208',b'DEC/multiepoch/delve/r5918/DES0821+2208/p02/coadd'
b'DES0751+1252',b'DEC/multiepoch/delve/r5918/DES0751+1252/p01/coadd'
b'DES1031-0750',b'DEC/multiepoch/delve/r5918/DES1031-0750/p01/coadd'
b'DES1107-2041',b'DEC/multiepoch/delve/r5918/DES1107-2041/p01/coadd'
b'DES0720+2251',b'DEC/multiepoch/delve/r5918/DES0720+2251/p03/coadd'
b'DES0920-2206',b'DEC/multiepoch/delve/r5918/DES0920-2206/p01/coadd'
b'DES1110+2751',b'DEC/multiepoch/delve/r5918/DES1110+2751/p01/coadd'
b'DES0924+1417',b'DEC/multiepoch/delve/r5918/DES0924+1417/p01/coadd'
b'DES0921-0333',b'DEC/multiepoch/delve/r5918/DES0921-0333/p01/coadd'
b'DES1139+1252',b'DEC/multiepoch/delve/r5918/DES1139+1252/p01/coadd'
b'DES0809+1000',b'DEC/multiepoch/delve/r5918/DES0809+1000/p02/coadd'
b'DES0935+2625',b'DEC/multiepoch/delve/r5918/DES0935+2625/p01/coadd'
b'DES0922+0752',b'DEC/multiepoch/delve/r5918/DES0922+0752/p01/coadd'
b'DES0903-1541',b'DEC/multiepoch/delve/r5918/DES0903-1541/p01/coadd'
b'DES0850+0752',b'DEC/multiepoch/delve/r5918/DES0850+0752/p02/coadd'
b'DES0700+2708',b'DEC/multiepoch/delve/r5918/DES0700+2708/p01/coadd'
b'DES1126+2543',b'DEC/multiepoch/delve/r5918/DES1126+2543/p01/coadd'
b'DES0956+0418',b'DEC/multiepoch/delve/r5918/DES0956+0418/p01/coadd'
b'DES0837+1043',b'DEC/multiepoch/delve/r5918/DES0837+1043/p01/coadd'
b'DES0905+1126',b'DEC/multiepoch/delve/r5918/DES0905+1126/p01/coadd'
b'DES0844-2124',b'DEC/multiepoch/delve/r5918/DES0844-2124/p01/coadd'
b'DES0853+0043',b'DEC/multiepoch/delve/r5918/DES0853+0043/p03/coadd'
b'DES0842-0124',b'DEC/multiepoch/delve/r5918/DES0842-0124/p01/coadd'
b'DES0647+2543',b'DEC/multiepoch/delve/r5918/DES0647+2543/p01/coadd'
b'DES1028-0041',b'DEC/multiepoch/delve/r5918/DES1028-0041/p01/coadd'
b'DES0943+2126',b'DEC/multiepoch/delve/r5918/DES0943+2126/p01/coadd'
b'DES1000+0209',b'DEC/multiepoch/delve/r5918/DES1000+0209/p01/coadd'
b'DES0819+1500',b'DEC/multiepoch/delve/r5918/DES0819+1500/p02/coadd'
b'DES0719+2543',b'DEC/multiepoch/delve/r5918/DES0719+2543/p01/coadd'
b'DES1135+1543',b'DEC/multiepoch/delve/r5918/DES1135+1543/p01/coadd'
b'DES1156-0833',b'DEC/multiepoch/delve/r5918/DES1156-0833/p01/coadd'
b'DES0851+0126',b'DEC/multiepoch/delve/r5918/DES0851+0126/p02/coadd'
b'DES0805+0126',b'DEC/multiepoch/delve/r5918/DES0805+0126/p01/coadd'
b'DES0823+2708',b'DEC/multiepoch/delve/r5918/DES0823+2708/p01/coadd'
b'DES0901-0333',b'DEC/multiepoch/delve/r5918/DES0901-0333/p02/coadd'
b'DES1049-1915',b'DEC/multiepoch/delve/r5918/DES1049-1915/p01/coadd'
b'DES1102-2415',b'DEC/multiepoch/delve/r5918/DES1102-2415/p01/coadd'
b'DES1116-0041',b'DEC/multiepoch/delve/r5918/DES1116-0041/p01/coadd'
b'DES1142-0416',b'DEC/multiepoch/delve/r5918/DES1142-0416/p01/coadd'
b'DES1030+2043',b'DEC/multiepoch/delve/r5918/DES1030+2043/p01/coadd'
b'DES0918-0958',b'DEC/multiepoch/delve/r5918/DES0918-0958/p01/coadd'
b'DES1149+2500',b'DEC/multiepoch/delve/r5918/DES1149+2500/p01/coadd'
b'DES0958+0835',b'DEC/multiepoch/delve/r5918/DES0958+0835/p01/coadd'
b'DES0739+1043',b'DEC/multiepoch/delve/r5918/DES0739+1043/p02/coadd'
b'DES0749+2834',b'DEC/multiepoch/delve/r5918/DES0749+2834/p01/coadd'
b'DES1113-1124',b'DEC/multiepoch/delve/r5918/DES1113-1124/p01/coadd'
b'DES0902-1832',b'DEC/multiepoch/delve/r5918/DES0902-1832/p01/coadd'
b'DES0841-0958',b'DEC/multiepoch/delve/r5918/DES0841-0958/p01/coadd'
b'DES0837-0707',b'DEC/multiepoch/delve/r5918/DES0837-0707/p01/coadd'
b'DES0855+1543',b'DEC/multiepoch/delve/r5918/DES0855+1543/p02/coadd'
b'DES1038+0543',b'DEC/multiepoch/delve/r5918/DES1038+0543/p01/coadd'
b'DES1147+2251',b'DEC/multiepoch/delve/r5918/DES1147+2251/p02/coadd'
b'DES0853-2415',b'DEC/multiepoch/delve/r5918/DES0853-2415/p02/coadd'
b'DES0930-1250',b'DEC/multiepoch/delve/r5918/DES0930-1250/p02/coadd'
b'DES1028-0207',b'DEC/multiepoch/delve/r5918/DES1028-0207/p01/coadd'
b'DES0911-0915',b'DEC/multiepoch/delve/r5918/DES0911-0915/p01/coadd'
b'DES1114-1041',b'DEC/multiepoch/delve/r5918/DES1114-1041/p01/coadd'
b'DES0903+0835',b'DEC/multiepoch/delve/r5918/DES0903+0835/p01/coadd'
b'DES0851+2543',b'DEC/multiepoch/delve/r5918/DES0851+2543/p02/coadd'
b'DES1053+1751',b'DEC/multiepoch/delve/r5918/DES1053+1751/p01/coadd'
b'DES0722+1000',b'DEC/multiepoch/delve/r5918/DES0722+1000/p03/coadd'
b'DES1110+0835',b'DEC/multiepoch/delve/r5918/DES1110+0835/p01/coadd'
b'DES1020-0458',b'DEC/multiepoch/delve/r5918/DES1020-0458/p02/coadd'
b'DES1131-2249',b'DEC/multiepoch/delve/r5918/DES1131-2249/p01/coadd'
b'DES0858+1417',b'DEC/multiepoch/delve/r5918/DES0858+1417/p01/coadd'
b'DES0957+1209',b'DEC/multiepoch/delve/r5918/DES0957+1209/p01/coadd'
b'DES0837+0209',b'DEC/multiepoch/delve/r5918/DES0837+0209/p01/coadd'
b'DES1153+1543',b'DEC/multiepoch/delve/r5918/DES1153+1543/p01/coadd'
b'DES0928-0915',b'DEC/multiepoch/delve/r5918/DES0928-0915/p01/coadd'
b'DES1144-2249',b'DEC/multiepoch/delve/r5918/DES1144-2249/p02/coadd'
b'DES0954-0250',b'DEC/multiepoch/delve/r5918/DES0954-0250/p01/coadd'
b'DES0841+0418',b'DEC/multiepoch/delve/r5918/DES0841+0418/p01/coadd'
b'DES0915-1041',b'DEC/multiepoch/delve/r5918/DES0915-1041/p01/coadd'
b'DES1038+1751',b'DEC/multiepoch/delve/r5918/DES1038+1751/p01/coadd'
b'DES0718+2043',b'DEC/multiepoch/delve/r5918/DES0718+2043/p01/coadd'
b'DES0834+2917',b'DEC/multiepoch/delve/r5918/DES0834+2917/p01/coadd'
b'DES0818-1207',b'DEC/multiepoch/delve/r5918/DES0818-1207/p03/coadd'
b'DES1047-1458',b'DEC/multiepoch/delve/r5918/DES1047-1458/p01/coadd'
b'DES1036-0833',b'DEC/multiepoch/delve/r5918/DES1036-0833/p01/coadd'
b'DES0805+1834',b'DEC/multiepoch/delve/r5918/DES0805+1834/p01/coadd'
b'DES0734+0252',b'DEC/multiepoch/delve/r5918/DES0734+0252/p01/coadd'
b'DES0848+0043',b'DEC/multiepoch/delve/r5918/DES0848+0043/p01/coadd'
b'DES0745+0043',b'DEC/multiepoch/delve/r5918/DES0745+0043/p01/coadd'
b'DES1001-0707',b'DEC/multiepoch/delve/r5918/DES1001-0707/p01/coadd'
b'DES0805-0041',b'DEC/multiepoch/delve/r5918/DES0805-0041/p01/coadd'
b'DES1107-1749',b'DEC/multiepoch/delve/r5918/DES1107-1749/p01/coadd'
b'DES0855-2332',b'DEC/multiepoch/delve/r5918/DES0855-2332/p02/coadd'
b'DES0734+2126',b'DEC/multiepoch/delve/r5918/DES0734+2126/p01/coadd'
b'DES0814+0209',b'DEC/multiepoch/delve/r5918/DES0814+0209/p01/coadd'
b'DES1012+2208',b'DEC/multiepoch/delve/r5918/DES1012+2208/p01/coadd'
b'DES1032+2000',b'DEC/multiepoch/delve/r5918/DES1032+2000/p01/coadd'
b'DES1100+2126',b'DEC/multiepoch/delve/r5918/DES1100+2126/p01/coadd'
b'DES0948+1543',b'DEC/multiepoch/delve/r5918/DES0948+1543/p01/coadd'
b'DES1134+0626',b'DEC/multiepoch/delve/r5918/DES1134+0626/p01/coadd'
b'DES0817-0207',b'DEC/multiepoch/delve/r5918/DES0817-0207/p02/coadd'
b'DES0937-1124',b'DEC/multiepoch/delve/r5918/DES0937-1124/p01/coadd'
b'DES0808+0043',b'DEC/multiepoch/delve/r5918/DES0808+0043/p02/coadd'
b'DES1133+2834',b'DEC/multiepoch/delve/r5918/DES1133+2834/p01/coadd'
b'DES0729+1417',b'DEC/multiepoch/delve/r5918/DES0729+1417/p01/coadd'
b'DES0715+1417',b'DEC/multiepoch/delve/r5918/DES0715+1417/p01/coadd'
b'DES0834-0458',b'DEC/multiepoch/delve/r5918/DES0834-0458/p01/coadd'
b'DES1025-2332',b'DEC/multiepoch/delve/r5918/DES1025-2332/p01/coadd'
b'DES1029+1417',b'DEC/multiepoch/delve/r5918/DES1029+1417/p01/coadd'
b'DES1132-1541',b'DEC/multiepoch/delve/r5918/DES1132-1541/p01/coadd'
b'DES1120+2543',b'DEC/multiepoch/delve/r5918/DES1120+2543/p01/coadd'
b'DES0812+2625',b'DEC/multiepoch/delve/r5918/DES0812+2625/p01/coadd'
b'DES0923+2043',b'DEC/multiepoch/delve/r5918/DES0923+2043/p01/coadd'
b'DES0936+0418',b'DEC/multiepoch/delve/r5918/DES0936+0418/p01/coadd'
b'DES1146+1417',b'DEC/multiepoch/delve/r5918/DES1146+1417/p01/coadd'
b'DES0831-1541',b'DEC/multiepoch/delve/r5918/DES0831-1541/p01/coadd'
b'DES0855+1000',b'DEC/multiepoch/delve/r5918/DES0855+1000/p02/coadd'
b'DES0934+0917',b'DEC/multiepoch/delve/r5918/DES0934+0917/p01/coadd'
b'DES0841+2917',b'DEC/multiepoch/delve/r5918/DES0841+2917/p01/coadd'
b'DES1156+0543',b'DEC/multiepoch/delve/r5918/DES1156+0543/p01/coadd'
b'DES1101-1915',b'DEC/multiepoch/delve/r5918/DES1101-1915/p01/coadd'
b'DES0823+0252',b'DEC/multiepoch/delve/r5918/DES0823+0252/p01/coadd'
b'DES1149+2625',b'DEC/multiepoch/delve/r5918/DES1149+2625/p01/coadd'
b'DES1035+1126',b'DEC/multiepoch/delve/r5918/DES1035+1126/p01/coadd'
b'DES1150+2834',b'DEC/multiepoch/delve/r5918/DES1150+2834/p01/coadd'
b'DES1053+2334',b'DEC/multiepoch/delve/r5918/DES1053+2334/p01/coadd'
b'DES0733+1252',b'DEC/multiepoch/delve/r5918/DES0733+1252/p01/coadd'
b'DES1129+2208',b'DEC/multiepoch/delve/r5918/DES1129+2208/p01/coadd'
b'DES0934-2415',b'DEC/multiepoch/delve/r5918/DES0934-2415/p01/coadd'
b'DES1155+2708',b'DEC/multiepoch/delve/r5918/DES1155+2708/p01/coadd'
b'DES1135-0333',b'DEC/multiepoch/delve/r5918/DES1135-0333/p01/coadd'
b'DES1038+2126',b'DEC/multiepoch/delve/r5918/DES1038+2126/p01/coadd'
b'DES0729+1834',b'DEC/multiepoch/delve/r5918/DES0729+1834/p01/coadd'
b'DES0917-0707',b'DEC/multiepoch/delve/r5918/DES0917-0707/p01/coadd'
b'DES0942+1543',b'DEC/multiepoch/delve/r5918/DES0942+1543/p01/coadd'
b'DES0919+1252',b'DEC/multiepoch/delve/r5918/DES0919+1252/p01/coadd'
b'DES0914+2500',b'DEC/multiepoch/delve/r5918/DES0914+2500/p01/coadd'
b'DES0940+0209',b'DEC/multiepoch/delve/r5918/DES0940+0209/p01/coadd'
b'DES1140-0750',b'DEC/multiepoch/delve/r5918/DES1140-0750/p02/coadd'
b'DES0853-0915',b'DEC/multiepoch/delve/r5918/DES0853-0915/p02/coadd'
b'DES0923+1126',b'DEC/multiepoch/delve/r5918/DES0923+1126/p01/coadd'
b'DES1033-2041',b'DEC/multiepoch/delve/r5918/DES1033-2041/p01/coadd'
b'DES0802+0500',b'DEC/multiepoch/delve/r5918/DES0802+0500/p01/coadd'
b'DES0827-1958',b'DEC/multiepoch/delve/r5918/DES0827-1958/p01/coadd'
b'DES0912-0833',b'DEC/multiepoch/delve/r5918/DES0912-0833/p01/coadd'
b'DES0938+2208',b'DEC/multiepoch/delve/r5918/DES0938+2208/p01/coadd'
b'DES0821+0752',b'DEC/multiepoch/delve/r5918/DES0821+0752/p02/coadd'
b'DES0830-1124',b'DEC/multiepoch/delve/r5918/DES0830-1124/p01/coadd'
b'DES1011-0750',b'DEC/multiepoch/delve/r5918/DES1011-0750/p01/coadd'
b'DES0946-0541',b'DEC/multiepoch/delve/r5918/DES0946-0541/p01/coadd'
b'DES0903+0709',b'DEC/multiepoch/delve/r5918/DES0903+0709/p01/coadd'
b'DES1013+2625',b'DEC/multiepoch/delve/r5918/DES1013+2625/p01/coadd'
b'DES0916+0001',b'DEC/multiepoch/delve/r5918/DES0916+0001/p01/coadd'
b'DES0902+2500',b'DEC/multiepoch/delve/r5918/DES0902+2500/p01/coadd'
b'DES0919-1958',b'DEC/multiepoch/delve/r5918/DES0919-1958/p01/coadd'
b'DES0901+0335',b'DEC/multiepoch/delve/r5918/DES0901+0335/p02/coadd'
b'DES1053-1041',b'DEC/multiepoch/delve/r5918/DES1053-1041/p01/coadd'
b'DES1132+1543',b'DEC/multiepoch/delve/r5918/DES1132+1543/p01/coadd'
b'DES1009+1626',b'DEC/multiepoch/delve/r5918/DES1009+1626/p01/coadd'
b'DES0758+0917',b'DEC/multiepoch/delve/r5918/DES0758+0917/p01/coadd'
b'DES1009-2206',b'DEC/multiepoch/delve/r5918/DES1009-2206/p01/coadd'
b'DES1057+2708',b'DEC/multiepoch/delve/r5918/DES1057+2708/p01/coadd'
b'DES0844+1834',b'DEC/multiepoch/delve/r5918/DES0844+1834/p01/coadd'
b'DES0856-1207',b'DEC/multiepoch/delve/r5918/DES0856-1207/p01/coadd'
b'DES1048+2917',b'DEC/multiepoch/delve/r5918/DES1048+2917/p01/coadd'
b'DES1106-0458',b'DEC/multiepoch/delve/r5918/DES1106-0458/p01/coadd'
b'DES0917+2500',b'DEC/multiepoch/delve/r5918/DES0917+2500/p01/coadd'
b'DES0726+1126',b'DEC/multiepoch/delve/r5918/DES0726+1126/p01/coadd'
b'DES1046-1915',b'DEC/multiepoch/delve/r5918/DES1046-1915/p01/coadd'
b'DES0757+0543',b'DEC/multiepoch/delve/r5918/DES0757+0543/p01/coadd'
b'DES0707+2208',b'DEC/multiepoch/delve/r5918/DES0707+2208/p01/coadd'
b'DES0809+0335',b'DEC/multiepoch/delve/r5918/DES0809+0335/p02/coadd'
b'DES0857+2917',b'DEC/multiepoch/delve/r5918/DES0857+2917/p01/coadd'
b'DES0904+2543',b'DEC/multiepoch/delve/r5918/DES0904+2543/p01/coadd'
b'DES1105-1541',b'DEC/multiepoch/delve/r5918/DES1105-1541/p01/coadd'
b'DES0825-0124',b'DEC/multiepoch/delve/r5918/DES0825-0124/p01/coadd'
b'DES0744+2208',b'DEC/multiepoch/delve/r5918/DES0744+2208/p01/coadd'
b'DES0951-1207',b'DEC/multiepoch/delve/r5918/DES0951-1207/p01/coadd'
b'DES0927+2500',b'DEC/multiepoch/delve/r5918/DES0927+2500/p01/coadd'
b'DES0928+2126',b'DEC/multiepoch/delve/r5918/DES0928+2126/p01/coadd'
b'DES0803-0707',b'DEC/multiepoch/delve/r5918/DES0803-0707/p01/coadd'
b'DES0806+2000',b'DEC/multiepoch/delve/r5918/DES0806+2000/p01/coadd'
b'DES0817-0250',b'DEC/multiepoch/delve/r5918/DES0817-0250/p02/coadd'
b'DES0831-0041',b'DEC/multiepoch/delve/r5918/DES0831-0041/p01/coadd'
b'DES1142+1252',b'DEC/multiepoch/delve/r5918/DES1142+1252/p01/coadd'
b'DES1148+0043',b'DEC/multiepoch/delve/r5918/DES1148+0043/p02/coadd'
b'DES1109-1624',b'DEC/multiepoch/delve/r5918/DES1109-1624/p01/coadd'
b'DES0833+2500',b'DEC/multiepoch/delve/r5918/DES0833+2500/p01/coadd'
b'DES1050-1832',b'DEC/multiepoch/delve/r5918/DES1050-1832/p01/coadd'
b'DES0952-0250',b'DEC/multiepoch/delve/r5918/DES0952-0250/p01/coadd'
b'DES1051+0500',b'DEC/multiepoch/delve/r5918/DES1051+0500/p01/coadd'
b'DES0923-2206',b'DEC/multiepoch/delve/r5918/DES0923-2206/p01/coadd'
b'DES0948-1458',b'DEC/multiepoch/delve/r5918/DES0948-1458/p01/coadd'
b'DES0740+1209',b'DEC/multiepoch/delve/r5918/DES0740+1209/p02/coadd'
b'DES0745+2000',b'DEC/multiepoch/delve/r5918/DES0745+2000/p01/coadd'
b'DES0837-1624',b'DEC/multiepoch/delve/r5918/DES0837-1624/p01/coadd'
b'DES1005+0001',b'DEC/multiepoch/delve/r5918/DES1005+0001/p01/coadd'
b'DES0717+1126',b'DEC/multiepoch/delve/r5918/DES0717+1126/p01/coadd'
b'DES1032+2751',b'DEC/multiepoch/delve/r5918/DES1032+2751/p01/coadd'
b'DES1101+1917',b'DEC/multiepoch/delve/r5918/DES1101+1917/p01/coadd'
b'DES1015-2415',b'DEC/multiepoch/delve/r5918/DES1015-2415/p01/coadd'
b'DES0936+1626',b'DEC/multiepoch/delve/r5918/DES0936+1626/p01/coadd'
b'DES0741+0917',b'DEC/multiepoch/delve/r5918/DES0741+0917/p02/coadd'
b'DES1134-0250',b'DEC/multiepoch/delve/r5918/DES1134-0250/p01/coadd'
b'DES0804-0750',b'DEC/multiepoch/delve/r5918/DES0804-0750/p01/coadd'
b'DES0747+1417',b'DEC/multiepoch/delve/r5918/DES0747+1417/p01/coadd'
b'DES1125+0835',b'DEC/multiepoch/delve/r5918/DES1125+0835/p01/coadd'
b'DES1044-0833',b'DEC/multiepoch/delve/r5918/DES1044-0833/p01/coadd'
b'DES1107-1915',b'DEC/multiepoch/delve/r5918/DES1107-1915/p01/coadd'
b'DES0750+0626',b'DEC/multiepoch/delve/r5918/DES0750+0626/p01/coadd'
b'DES1001+0709',b'DEC/multiepoch/delve/r5918/DES1001+0709/p01/coadd'
b'DES1017+0752',b'DEC/multiepoch/delve/r5918/DES1017+0752/p01/coadd'
b'DES1047-1832',b'DEC/multiepoch/delve/r5918/DES1047-1832/p01/coadd'
b'DES1038+2751',b'DEC/multiepoch/delve/r5918/DES1038+2751/p01/coadd'
b'DES0901+1543',b'DEC/multiepoch/delve/r5918/DES0901+1543/p02/coadd'
b'DES0955-1041',b'DEC/multiepoch/delve/r5918/DES0955-1041/p01/coadd'
b'DES1125+0001',b'DEC/multiepoch/delve/r5918/DES1125+0001/p01/coadd'
b'DES0825-1541',b'DEC/multiepoch/delve/r5918/DES0825-1541/p01/coadd'
b'DES0847+0752',b'DEC/multiepoch/delve/r5918/DES0847+0752/p01/coadd'
b'DES0839+0752',b'DEC/multiepoch/delve/r5918/DES0839+0752/p01/coadd'
b'DES1122-2249',b'DEC/multiepoch/delve/r5918/DES1122-2249/p01/coadd'
b'DES1122-0041',b'DEC/multiepoch/delve/r5918/DES1122-0041/p01/coadd'
b'DES0859+0917',b'DEC/multiepoch/delve/r5918/DES0859+0917/p01/coadd'
b'DES0743+0543',b'DEC/multiepoch/delve/r5918/DES0743+0543/p02/coadd'
b'DES0952+0835',b'DEC/multiepoch/delve/r5918/DES0952+0835/p01/coadd'
b'DES0828-1749',b'DEC/multiepoch/delve/r5918/DES0828-1749/p01/coadd'
b'DES1125+1126',b'DEC/multiepoch/delve/r5918/DES1125+1126/p01/coadd'
b'DES0941+1751',b'DEC/multiepoch/delve/r5918/DES0941+1751/p01/coadd'
b'DES0805+2334',b'DEC/multiepoch/delve/r5918/DES0805+2334/p01/coadd'
b'DES1139+0043',b'DEC/multiepoch/delve/r5918/DES1139+0043/p01/coadd'
b'DES0943+2917',b'DEC/multiepoch/delve/r5918/DES0943+2917/p01/coadd'
b'DES1153+2834',b'DEC/multiepoch/delve/r5918/DES1153+2834/p01/coadd'
b'DES0844+2625',b'DEC/multiepoch/delve/r5918/DES0844+2625/p01/coadd'
b'DES1015+2834',b'DEC/multiepoch/delve/r5918/DES1015+2834/p01/coadd'
b'DES0958+1043',b'DEC/multiepoch/delve/r5918/DES0958+1043/p01/coadd'
b'DES0953+0043',b'DEC/multiepoch/delve/r5918/DES0953+0043/p01/coadd'
b'DES0855+2334',b'DEC/multiepoch/delve/r5918/DES0855+2334/p02/coadd'
b'DES0916-0915',b'DEC/multiepoch/delve/r5918/DES0916-0915/p01/coadd'
b'DES1150+1543',b'DEC/multiepoch/delve/r5918/DES1150+1543/p01/coadd'
b'DES1125-0207',b'DEC/multiepoch/delve/r5918/DES1125-0207/p01/coadd'
b'DES0846-1707',b'DEC/multiepoch/delve/r5918/DES0846-1707/p01/coadd'
b'DES0840-0833',b'DEC/multiepoch/delve/r5918/DES0840-0833/p01/coadd'
b'DES1143-0624',b'DEC/multiepoch/delve/r5918/DES1143-0624/p02/coadd'
b'DES0721+2625',b'DEC/multiepoch/delve/r5918/DES0721+2625/p03/coadd'
b'DES0932+0252',b'DEC/multiepoch/delve/r5918/DES0932+0252/p01/coadd'
b'DES0942+0043',b'DEC/multiepoch/delve/r5918/DES0942+0043/p01/coadd'
b'DES0829+1252',b'DEC/multiepoch/delve/r5918/DES0829+1252/p01/coadd'
b'DES1130+2834',b'DEC/multiepoch/delve/r5918/DES1130+2834/p01/coadd'
b'DES1118-1832',b'DEC/multiepoch/delve/r5918/DES1118-1832/p01/coadd'
b'DES0750+0752',b'DEC/multiepoch/delve/r5918/DES0750+0752/p01/coadd'
b'DES1143-0750',b'DEC/multiepoch/delve/r5918/DES1143-0750/p02/coadd'
b'DES1101+1709',b'DEC/multiepoch/delve/r5918/DES1101+1709/p01/coadd'
b'DES1006-2206',b'DEC/multiepoch/delve/r5918/DES1006-2206/p01/coadd'
b'DES1123-0750',b'DEC/multiepoch/delve/r5918/DES1123-0750/p01/coadd'
b'DES1102-0624',b'DEC/multiepoch/delve/r5918/DES1102-0624/p01/coadd'
b'DES0842-2332',b'DEC/multiepoch/delve/r5918/DES0842-2332/p01/coadd'
b'DES0825-0458',b'DEC/multiepoch/delve/r5918/DES0825-0458/p01/coadd'
b'DES0741+1334',b'DEC/multiepoch/delve/r5918/DES0741+1334/p02/coadd'
b'DES1138-0333',b'DEC/multiepoch/delve/r5918/DES1138-0333/p01/coadd'
b'DES1153-2249',b'DEC/multiepoch/delve/r5918/DES1153-2249/p01/coadd'
b'DES0908+2751',b'DEC/multiepoch/delve/r5918/DES0908+2751/p01/coadd'
b'DES0707+2543',b'DEC/multiepoch/delve/r5918/DES0707+2543/p01/coadd'
b'DES0816-1541',b'DEC/multiepoch/delve/r5918/DES0816-1541/p02/coadd'
b'DES0841-2124',b'DEC/multiepoch/delve/r5918/DES0841-2124/p02/coadd'
b'DES1044-1458',b'DEC/multiepoch/delve/r5918/DES1044-1458/p01/coadd'
b'DES0908+1126',b'DEC/multiepoch/delve/r5918/DES0908+1126/p01/coadd'
b'DES1040+2208',b'DEC/multiepoch/delve/r5918/DES1040+2208/p01/coadd'
b'DES1024-0541',b'DEC/multiepoch/delve/r5918/DES1024-0541/p01/coadd'
b'DES1110-0541',b'DEC/multiepoch/delve/r5918/DES1110-0541/p01/coadd'
b'DES0832+1751',b'DEC/multiepoch/delve/r5918/DES0832+1751/p01/coadd'
b'DES0708+1709',b'DEC/multiepoch/delve/r5918/DES0708+1709/p01/coadd'
b'DES0928-1749',b'DEC/multiepoch/delve/r5918/DES0928-1749/p01/coadd'
b'DES1047-1124',b'DEC/multiepoch/delve/r5918/DES1047-1124/p01/coadd'
b'DES0934+1126',b'DEC/multiepoch/delve/r5918/DES0934+1126/p01/coadd'
b'DES0753+1834',b'DEC/multiepoch/delve/r5918/DES0753+1834/p01/coadd'
b'DES1025-0207',b'DEC/multiepoch/delve/r5918/DES1025-0207/p01/coadd'
b'DES0907-1332',b'DEC/multiepoch/delve/r5918/DES0907-1332/p01/coadd'
b'DES0922+0500',b'DEC/multiepoch/delve/r5918/DES0922+0500/p01/coadd'
b'DES1144-1541',b'DEC/multiepoch/delve/r5918/DES1144-1541/p01/coadd'
b'DES0908+0209',b'DEC/multiepoch/delve/r5918/DES0908+0209/p01/coadd'
b'DES0840+2625',b'DEC/multiepoch/delve/r5918/DES0840+2625/p01/coadd'
b'DES1140+1417',b'DEC/multiepoch/delve/r5918/DES1140+1417/p01/coadd'
b'DES0903-2124',b'DEC/multiepoch/delve/r5918/DES0903-2124/p01/coadd'
b'DES1119-0041',b'DEC/multiepoch/delve/r5918/DES1119-0041/p01/coadd'
b'DES1001+1709',b'DEC/multiepoch/delve/r5918/DES1001+1709/p01/coadd'
b'DES0951-1458',b'DEC/multiepoch/delve/r5918/DES0951-1458/p02/coadd'
b'DES1131+1043',b'DEC/multiepoch/delve/r5918/DES1131+1043/p01/coadd'
b'DES1130+2500',b'DEC/multiepoch/delve/r5918/DES1130+2500/p01/coadd'
b'DES1150+0418',b'DEC/multiepoch/delve/r5918/DES1150+0418/p01/coadd'
b'DES1127+0917',b'DEC/multiepoch/delve/r5918/DES1127+0917/p01/coadd'
b'DES1014+0500',b'DEC/multiepoch/delve/r5918/DES1014+0500/p01/coadd'
b'DES0944+0335',b'DEC/multiepoch/delve/r5918/DES0944+0335/p01/coadd'
b'DES0749+0252',b'DEC/multiepoch/delve/r5918/DES0749+0252/p01/coadd'
b'DES1044-1415',b'DEC/multiepoch/delve/r5918/DES1044-1415/p01/coadd'
b'DES1049-0250',b'DEC/multiepoch/delve/r5918/DES1049-0250/p01/coadd'
b'DES0953-0750',b'DEC/multiepoch/delve/r5918/DES0953-0750/p01/coadd'
b'DES0846+0335',b'DEC/multiepoch/delve/r5918/DES0846+0335/p01/coadd'
b'DES0840+0543',b'DEC/multiepoch/delve/r5918/DES0840+0543/p01/coadd'
b'DES0748+1252',b'DEC/multiepoch/delve/r5918/DES0748+1252/p01/coadd'
b'DES1150+0543',b'DEC/multiepoch/delve/r5918/DES1150+0543/p01/coadd'
b'DES1046-2415',b'DEC/multiepoch/delve/r5918/DES1046-2415/p01/coadd'
b'DES1012-0541',b'DEC/multiepoch/delve/r5918/DES1012-0541/p01/coadd'
b'DES1027+1626',b'DEC/multiepoch/delve/r5918/DES1027+1626/p01/coadd'
b'DES1143+1417',b'DEC/multiepoch/delve/r5918/DES1143+1417/p02/coadd'
b'DES1129-0750',b'DEC/multiepoch/delve/r5918/DES1129-0750/p01/coadd'
b'DES1055-1207',b'DEC/multiepoch/delve/r5918/DES1055-1207/p01/coadd'
b'DES0850-1832',b'DEC/multiepoch/delve/r5918/DES0850-1832/p01/coadd'
b'DES1005+1834',b'DEC/multiepoch/delve/r5918/DES1005+1834/p01/coadd'
b'DES0858-0958',b'DEC/multiepoch/delve/r5918/DES0858-0958/p01/coadd'
b'DES0813+2043',b'DEC/multiepoch/delve/r5918/DES0813+2043/p01/coadd'
