TILENAME,PATH
b'DES1153+2251',b'DEC/multiepoch/delve/r5918/DES1153+2251/p01/coadd'
b'DES1111+0500',b'DEC/multiepoch/delve/r5918/DES1111+0500/p01/coadd'
b'DES0901+1500',b'DEC/multiepoch/delve/r5918/DES0901+1500/p02/coadd'
b'DES0847+0626',b'DEC/multiepoch/delve/r5918/DES0847+0626/p01/coadd'
b'DES0801-0624',b'DEC/multiepoch/delve/r5918/DES0801-0624/p01/coadd'
b'DES1116-1749',b'DEC/multiepoch/delve/r5918/DES1116-1749/p01/coadd'
b'DES0925+2417',b'DEC/multiepoch/delve/r5918/DES0925+2417/p01/coadd'
b'DES0950+0043',b'DEC/multiepoch/delve/r5918/DES0950+0043/p01/coadd'
b'DES0954+1917',b'DEC/multiepoch/delve/r5918/DES0954+1917/p01/coadd'
b'DES1100-1624',b'DEC/multiepoch/delve/r5918/DES1100-1624/p01/coadd'
b'DES1155+0335',b'DEC/multiepoch/delve/r5918/DES1155+0335/p01/coadd'
b'DES1031+1917',b'DEC/multiepoch/delve/r5918/DES1031+1917/p01/coadd'
b'DES0917-1041',b'DEC/multiepoch/delve/r5918/DES0917-1041/p01/coadd'
b'DES0948-1624',b'DEC/multiepoch/delve/r5918/DES0948-1624/p01/coadd'
b'DES0904+0335',b'DEC/multiepoch/delve/r5918/DES0904+0335/p01/coadd'
b'DES1108-1541',b'DEC/multiepoch/delve/r5918/DES1108-1541/p01/coadd'
b'DES0921-0958',b'DEC/multiepoch/delve/r5918/DES0921-0958/p01/coadd'
b'DES1032-1124',b'DEC/multiepoch/delve/r5918/DES1032-1124/p01/coadd'
b'DES1128-0207',b'DEC/multiepoch/delve/r5918/DES1128-0207/p01/coadd'
b'DES0929-1041',b'DEC/multiepoch/delve/r5918/DES0929-1041/p01/coadd'
b'DES1131+1417',b'DEC/multiepoch/delve/r5918/DES1131+1417/p01/coadd'
b'DES1026-0250',b'DEC/multiepoch/delve/r5918/DES1026-0250/p01/coadd'
b'DES1105-0624',b'DEC/multiepoch/delve/r5918/DES1105-0624/p01/coadd'
b'DES0749+2500',b'DEC/multiepoch/delve/r5918/DES0749+2500/p01/coadd'
b'DES1146-2415',b'DEC/multiepoch/delve/r5918/DES1146-2415/p01/coadd'
b'DES1007+2543',b'DEC/multiepoch/delve/r5918/DES1007+2543/p01/coadd'
b'DES0811+1834',b'DEC/multiepoch/delve/r5918/DES0811+1834/p01/coadd'
b'DES0900+0252',b'DEC/multiepoch/delve/r5918/DES0900+0252/p04/coadd'
b'DES1052+2043',b'DEC/multiepoch/delve/r5918/DES1052+2043/p01/coadd'
b'DES1044-1832',b'DEC/multiepoch/delve/r5918/DES1044-1832/p01/coadd'
b'DES0727+1043',b'DEC/multiepoch/delve/r5918/DES0727+1043/p01/coadd'
b'DES1037+0252',b'DEC/multiepoch/delve/r5918/DES1037+0252/p01/coadd'
b'DES0814-0250',b'DEC/multiepoch/delve/r5918/DES0814-0250/p01/coadd'
b'DES0834+0126',b'DEC/multiepoch/delve/r5918/DES0834+0126/p01/coadd'
b'DES1122+0043',b'DEC/multiepoch/delve/r5918/DES1122+0043/p01/coadd'
b'DES1045-0041',b'DEC/multiepoch/delve/r5918/DES1045-0041/p01/coadd'
b'DES1123+0626',b'DEC/multiepoch/delve/r5918/DES1123+0626/p01/coadd'
b'DES0854+2417',b'DEC/multiepoch/delve/r5918/DES0854+2417/p02/coadd'
b'DES1133-1707',b'DEC/multiepoch/delve/r5918/DES1133-1707/p01/coadd'
b'DES1100+0626',b'DEC/multiepoch/delve/r5918/DES1100+0626/p01/coadd'
b'DES1116-0416',b'DEC/multiepoch/delve/r5918/DES1116-0416/p01/coadd'
b'DES1056+1751',b'DEC/multiepoch/delve/r5918/DES1056+1751/p01/coadd'
b'DES0924-2249',b'DEC/multiepoch/delve/r5918/DES0924-2249/p01/coadd'
b'DES1011+0209',b'DEC/multiepoch/delve/r5918/DES1011+0209/p01/coadd'
b'DES0858-2332',b'DEC/multiepoch/delve/r5918/DES0858-2332/p01/coadd'
b'DES1101-1749',b'DEC/multiepoch/delve/r5918/DES1101-1749/p01/coadd'
b'DES1051+1000',b'DEC/multiepoch/delve/r5918/DES1051+1000/p01/coadd'
b'DES1005-1250',b'DEC/multiepoch/delve/r5918/DES1005-1250/p01/coadd'
b'DES0909+2251',b'DEC/multiepoch/delve/r5918/DES0909+2251/p01/coadd'
b'DES0905+1834',b'DEC/multiepoch/delve/r5918/DES0905+1834/p01/coadd'
b'DES1047+1209',b'DEC/multiepoch/delve/r5918/DES1047+1209/p01/coadd'
b'DES1130-1707',b'DEC/multiepoch/delve/r5918/DES1130-1707/p01/coadd'
b'DES0844-1207',b'DEC/multiepoch/delve/r5918/DES0844-1207/p01/coadd'
b'DES1008+1334',b'DEC/multiepoch/delve/r5918/DES1008+1334/p01/coadd'
b'DES0917+2208',b'DEC/multiepoch/delve/r5918/DES0917+2208/p01/coadd'
b'DES1023+0500',b'DEC/multiepoch/delve/r5918/DES1023+0500/p01/coadd'
b'DES1054+0626',b'DEC/multiepoch/delve/r5918/DES1054+0626/p01/coadd'
b'DES1149-0250',b'DEC/multiepoch/delve/r5918/DES1149-0250/p01/coadd'
b'DES0918+0835',b'DEC/multiepoch/delve/r5918/DES0918+0835/p01/coadd'
b'DES1000+2208',b'DEC/multiepoch/delve/r5918/DES1000+2208/p01/coadd'
b'DES1101-1207',b'DEC/multiepoch/delve/r5918/DES1101-1207/p01/coadd'
b'DES0914+0126',b'DEC/multiepoch/delve/r5918/DES0914+0126/p01/coadd'
b'DES0948-1207',b'DEC/multiepoch/delve/r5918/DES0948-1207/p01/coadd'
b'DES0832+1000',b'DEC/multiepoch/delve/r5918/DES0832+1000/p01/coadd'
b'DES0840-1458',b'DEC/multiepoch/delve/r5918/DES0840-1458/p01/coadd'
b'DES0911-2041',b'DEC/multiepoch/delve/r5918/DES0911-2041/p01/coadd'
b'DES0720+1126',b'DEC/multiepoch/delve/r5918/DES0720+1126/p01/coadd'
b'DES0921+2251',b'DEC/multiepoch/delve/r5918/DES0921+2251/p01/coadd'
b'DES1001-1041',b'DEC/multiepoch/delve/r5918/DES1001-1041/p01/coadd'
b'DES1145+2625',b'DEC/multiepoch/delve/r5918/DES1145+2625/p02/coadd'
b'DES1110-1207',b'DEC/multiepoch/delve/r5918/DES1110-1207/p01/coadd'
b'DES1112-0250',b'DEC/multiepoch/delve/r5918/DES1112-0250/p01/coadd'
b'DES0906-1415',b'DEC/multiepoch/delve/r5918/DES0906-1415/p01/coadd'
b'DES0957+0252',b'DEC/multiepoch/delve/r5918/DES0957+0252/p01/coadd'
b'DES0857+0252',b'DEC/multiepoch/delve/r5918/DES0857+0252/p01/coadd'
b'DES0941+2417',b'DEC/multiepoch/delve/r5918/DES0941+2417/p01/coadd'
b'DES1031+0500',b'DEC/multiepoch/delve/r5918/DES1031+0500/p02/coadd'
b'DES1105-0124',b'DEC/multiepoch/delve/r5918/DES1105-0124/p01/coadd'
b'DES0951-0207',b'DEC/multiepoch/delve/r5918/DES0951-0207/p01/coadd'
b'DES0816-0915',b'DEC/multiepoch/delve/r5918/DES0816-0915/p02/coadd'
b'DES1121+2334',b'DEC/multiepoch/delve/r5918/DES1121+2334/p01/coadd'
b'DES1055+1709',b'DEC/multiepoch/delve/r5918/DES1055+1709/p01/coadd'
b'DES1149-1749',b'DEC/multiepoch/delve/r5918/DES1149-1749/p01/coadd'
b'DES0834+0500',b'DEC/multiepoch/delve/r5918/DES0834+0500/p01/coadd'
b'DES0922-0750',b'DEC/multiepoch/delve/r5918/DES0922-0750/p01/coadd'
b'DES1122+0835',b'DEC/multiepoch/delve/r5918/DES1122+0835/p01/coadd'
b'DES0720+1500',b'DEC/multiepoch/delve/r5918/DES0720+1500/p01/coadd'
b'DES0837+1500',b'DEC/multiepoch/delve/r5918/DES0837+1500/p01/coadd'
b'DES0855+0335',b'DEC/multiepoch/delve/r5918/DES0855+0335/p02/coadd'
b'DES1037-1915',b'DEC/multiepoch/delve/r5918/DES1037-1915/p01/coadd'
b'DES0921-1332',b'DEC/multiepoch/delve/r5918/DES0921-1332/p01/coadd'
b'DES0915+1334',b'DEC/multiepoch/delve/r5918/DES0915+1334/p01/coadd'
b'DES1034-2415',b'DEC/multiepoch/delve/r5918/DES1034-2415/p01/coadd'
b'DES0858-1332',b'DEC/multiepoch/delve/r5918/DES0858-1332/p01/coadd'
b'DES0818+1000',b'DEC/multiepoch/delve/r5918/DES0818+1000/p03/coadd'
b'DES0854-0124',b'DEC/multiepoch/delve/r5918/DES0854-0124/p03/coadd'
b'DES1150-0707',b'DEC/multiepoch/delve/r5918/DES1150-0707/p01/coadd'
b'DES1048-0207',b'DEC/multiepoch/delve/r5918/DES1048-0207/p01/coadd'
b'DES0847-2415',b'DEC/multiepoch/delve/r5918/DES0847-2415/p01/coadd'
b'DES1005-1458',b'DEC/multiepoch/delve/r5918/DES1005-1458/p01/coadd'
b'DES1009-2041',b'DEC/multiepoch/delve/r5918/DES1009-2041/p01/coadd'
b'DES0931+0500',b'DEC/multiepoch/delve/r5918/DES0931+0500/p01/coadd'
b'DES1128+0209',b'DEC/multiepoch/delve/r5918/DES1128+0209/p01/coadd'
b'DES1055-1749',b'DEC/multiepoch/delve/r5918/DES1055-1749/p01/coadd'
b'DES0951+1334',b'DEC/multiepoch/delve/r5918/DES0951+1334/p01/coadd'
b'DES0843+2208',b'DEC/multiepoch/delve/r5918/DES0843+2208/p01/coadd'
b'DES0832+2751',b'DEC/multiepoch/delve/r5918/DES0832+2751/p01/coadd'
b'DES0958+2500',b'DEC/multiepoch/delve/r5918/DES0958+2500/p01/coadd'
b'DES0901-0541',b'DEC/multiepoch/delve/r5918/DES0901-0541/p02/coadd'
b'DES1021+0835',b'DEC/multiepoch/delve/r5918/DES1021+0835/p01/coadd'
b'DES1012+2751',b'DEC/multiepoch/delve/r5918/DES1012+2751/p01/coadd'
b'DES0828-0707',b'DEC/multiepoch/delve/r5918/DES0828-0707/p01/coadd'
b'DES0753+0001',b'DEC/multiepoch/delve/r5918/DES0753+0001/p01/coadd'
b'DES1100-2249',b'DEC/multiepoch/delve/r5918/DES1100-2249/p01/coadd'
b'DES1110-1250',b'DEC/multiepoch/delve/r5918/DES1110-1250/p01/coadd'
b'DES1118-1707',b'DEC/multiepoch/delve/r5918/DES1118-1707/p01/coadd'
b'DES0954-0915',b'DEC/multiepoch/delve/r5918/DES0954-0915/p01/coadd'
b'DES0844+2417',b'DEC/multiepoch/delve/r5918/DES0844+2417/p01/coadd'
b'DES0812+0252',b'DEC/multiepoch/delve/r5918/DES0812+0252/p01/coadd'
b'DES1100+0252',b'DEC/multiepoch/delve/r5918/DES1100+0252/p01/coadd'
b'DES0828+0043',b'DEC/multiepoch/delve/r5918/DES0828+0043/p01/coadd'
b'DES0933+0752',b'DEC/multiepoch/delve/r5918/DES0933+0752/p01/coadd'
b'DES1104-1332',b'DEC/multiepoch/delve/r5918/DES1104-1332/p01/coadd'
b'DES1043+0917',b'DEC/multiepoch/delve/r5918/DES1043+0917/p01/coadd'
b'DES1157-1207',b'DEC/multiepoch/delve/r5918/DES1157-1207/p01/coadd'
b'DES1131-0458',b'DEC/multiepoch/delve/r5918/DES1131-0458/p01/coadd'
b'DES0824+1917',b'DEC/multiepoch/delve/r5918/DES0824+1917/p01/coadd'
b'DES1010-0041',b'DEC/multiepoch/delve/r5918/DES1010-0041/p01/coadd'
b'DES1051+2834',b'DEC/multiepoch/delve/r5918/DES1051+2834/p01/coadd'
b'DES0721+0917',b'DEC/multiepoch/delve/r5918/DES0721+0917/p03/coadd'
b'DES1149-0958',b'DEC/multiepoch/delve/r5918/DES1149-0958/p01/coadd'
b'DES1148+1209',b'DEC/multiepoch/delve/r5918/DES1148+1209/p01/coadd'
b'DES0907-2206',b'DEC/multiepoch/delve/r5918/DES0907-2206/p01/coadd'
b'DES1009-1624',b'DEC/multiepoch/delve/r5918/DES1009-1624/p01/coadd'
b'DES0908-0458',b'DEC/multiepoch/delve/r5918/DES0908-0458/p02/coadd'
b'DES1106+0500',b'DEC/multiepoch/delve/r5918/DES1106+0500/p01/coadd'
b'DES0841+0335',b'DEC/multiepoch/delve/r5918/DES0841+0335/p01/coadd'
b'DES0838+1252',b'DEC/multiepoch/delve/r5918/DES0838+1252/p01/coadd'
b'DES1154+0626',b'DEC/multiepoch/delve/r5918/DES1154+0626/p01/coadd'
b'DES0924-1458',b'DEC/multiepoch/delve/r5918/DES0924-1458/p01/coadd'
b'DES1107+1709',b'DEC/multiepoch/delve/r5918/DES1107+1709/p01/coadd'
b'DES0905+0500',b'DEC/multiepoch/delve/r5918/DES0905+0500/p01/coadd'
b'DES1116-0124',b'DEC/multiepoch/delve/r5918/DES1116-0124/p01/coadd'
b'DES1052-0915',b'DEC/multiepoch/delve/r5918/DES1052-0915/p01/coadd'
b'DES1113-0041',b'DEC/multiepoch/delve/r5918/DES1113-0041/p01/coadd'
b'DES0942-0624',b'DEC/multiepoch/delve/r5918/DES0942-0624/p01/coadd'
b'DES0930-1415',b'DEC/multiepoch/delve/r5918/DES0930-1415/p01/coadd'
b'DES1025+2708',b'DEC/multiepoch/delve/r5918/DES1025+2708/p01/coadd'
b'DES1157+1709',b'DEC/multiepoch/delve/r5918/DES1157+1709/p01/coadd'
b'DES1107-0541',b'DEC/multiepoch/delve/r5918/DES1107-0541/p01/coadd'
b'DES0952-1749',b'DEC/multiepoch/delve/r5918/DES0952-1749/p01/coadd'
b'DES0829+0335',b'DEC/multiepoch/delve/r5918/DES0829+0335/p01/coadd'
b'DES1027-0541',b'DEC/multiepoch/delve/r5918/DES1027-0541/p01/coadd'
b'DES0817-0833',b'DEC/multiepoch/delve/r5918/DES0817-0833/p02/coadd'
b'DES1014+1834',b'DEC/multiepoch/delve/r5918/DES1014+1834/p01/coadd'
b'DES1127-0707',b'DEC/multiepoch/delve/r5918/DES1127-0707/p01/coadd'
b'DES0820-1332',b'DEC/multiepoch/delve/r5918/DES0820-1332/p02/coadd'
b'DES1103+0752',b'DEC/multiepoch/delve/r5918/DES1103+0752/p01/coadd'
b'DES1028+1000',b'DEC/multiepoch/delve/r5918/DES1028+1000/p01/coadd'
b'DES1106-1624',b'DEC/multiepoch/delve/r5918/DES1106-1624/p01/coadd'
b'DES1144+2917',b'DEC/multiepoch/delve/r5918/DES1144+2917/p02/coadd'
b'DES0822+1500',b'DEC/multiepoch/delve/r5918/DES0822+1500/p01/coadd'
b'DES1155+2625',b'DEC/multiepoch/delve/r5918/DES1155+2625/p01/coadd'
b'DES0759+0500',b'DEC/multiepoch/delve/r5918/DES0759+0500/p01/coadd'
b'DES0931-1207',b'DEC/multiepoch/delve/r5918/DES0931-1207/p01/coadd'
b'DES0859-1207',b'DEC/multiepoch/delve/r5918/DES0859-1207/p01/coadd'
b'DES0840+2000',b'DEC/multiepoch/delve/r5918/DES0840+2000/p01/coadd'
b'DES0809+0252',b'DEC/multiepoch/delve/r5918/DES0809+0252/p02/coadd'
b'DES0907-2332',b'DEC/multiepoch/delve/r5918/DES0907-2332/p01/coadd'
b'DES0928-0207',b'DEC/multiepoch/delve/r5918/DES0928-0207/p01/coadd'
b'DES0746+0252',b'DEC/multiepoch/delve/r5918/DES0746+0252/p01/coadd'
b'DES0744+0418',b'DEC/multiepoch/delve/r5918/DES0744+0418/p02/coadd'
b'DES1154+1709',b'DEC/multiepoch/delve/r5918/DES1154+1709/p01/coadd'
b'DES1150+0043',b'DEC/multiepoch/delve/r5918/DES1150+0043/p01/coadd'
b'DES1134-1749',b'DEC/multiepoch/delve/r5918/DES1134-1749/p01/coadd'
b'DES0906+0709',b'DEC/multiepoch/delve/r5918/DES0906+0709/p01/coadd'
b'DES0730+1252',b'DEC/multiepoch/delve/r5918/DES0730+1252/p01/coadd'
b'DES0929+1043',b'DEC/multiepoch/delve/r5918/DES0929+1043/p01/coadd'
b'DES1110+0043',b'DEC/multiepoch/delve/r5918/DES1110+0043/p01/coadd'
b'DES0908+0001',b'DEC/multiepoch/delve/r5918/DES0908+0001/p01/coadd'
b'DES0946+2000',b'DEC/multiepoch/delve/r5918/DES0946+2000/p01/coadd'
b'DES1139+1209',b'DEC/multiepoch/delve/r5918/DES1139+1209/p01/coadd'
b'DES0915+1417',b'DEC/multiepoch/delve/r5918/DES0915+1417/p01/coadd'
b'DES0809-0250',b'DEC/multiepoch/delve/r5918/DES0809-0250/p02/coadd'
b'DES1000-0207',b'DEC/multiepoch/delve/r5918/DES1000-0207/p01/coadd'
b'DES0855-0333',b'DEC/multiepoch/delve/r5918/DES0855-0333/p02/coadd'
b'DES0737+2334',b'DEC/multiepoch/delve/r5918/DES0737+2334/p02/coadd'
b'DES0946+0709',b'DEC/multiepoch/delve/r5918/DES0946+0709/p01/coadd'
b'DES1006-2332',b'DEC/multiepoch/delve/r5918/DES1006-2332/p01/coadd'
b'DES0839+0126',b'DEC/multiepoch/delve/r5918/DES0839+0126/p01/coadd'
b'DES0841-1250',b'DEC/multiepoch/delve/r5918/DES0841-1250/p01/coadd'
b'DES1041-0707',b'DEC/multiepoch/delve/r5918/DES1041-0707/p01/coadd'
b'DES1002-2415',b'DEC/multiepoch/delve/r5918/DES1002-2415/p01/coadd'
b'DES0938-0333',b'DEC/multiepoch/delve/r5918/DES0938-0333/p01/coadd'
b'DES0728+1626',b'DEC/multiepoch/delve/r5918/DES0728+1626/p01/coadd'
b'DES0849+2708',b'DEC/multiepoch/delve/r5918/DES0849+2708/p02/coadd'
b'DES0742+2000',b'DEC/multiepoch/delve/r5918/DES0742+2000/p02/coadd'
b'DES1137-1458',b'DEC/multiepoch/delve/r5918/DES1137-1458/p01/coadd'
b'DES1141+1751',b'DEC/multiepoch/delve/r5918/DES1141+1751/p01/coadd'
b'DES0846+1626',b'DEC/multiepoch/delve/r5918/DES0846+1626/p01/coadd'
b'DES1143+0500',b'DEC/multiepoch/delve/r5918/DES1143+0500/p01/coadd'
b'DES1108-0041',b'DEC/multiepoch/delve/r5918/DES1108-0041/p01/coadd'
b'DES0727+1252',b'DEC/multiepoch/delve/r5918/DES0727+1252/p01/coadd'
b'DES1058+1709',b'DEC/multiepoch/delve/r5918/DES1058+1709/p01/coadd'
b'DES0949-1749',b'DEC/multiepoch/delve/r5918/DES0949-1749/p02/coadd'
b'DES1107-0707',b'DEC/multiepoch/delve/r5918/DES1107-0707/p01/coadd'
b'DES0720+2417',b'DEC/multiepoch/delve/r5918/DES0720+2417/p02/coadd'
b'DES0850+2251',b'DEC/multiepoch/delve/r5918/DES0850+2251/p02/coadd'
b'DES1124-2124',b'DEC/multiepoch/delve/r5918/DES1124-2124/p01/coadd'
b'DES1101+2708',b'DEC/multiepoch/delve/r5918/DES1101+2708/p01/coadd'
b'DES1105-1041',b'DEC/multiepoch/delve/r5918/DES1105-1041/p01/coadd'
b'DES1118+2126',b'DEC/multiepoch/delve/r5918/DES1118+2126/p01/coadd'
b'DES1137-0458',b'DEC/multiepoch/delve/r5918/DES1137-0458/p01/coadd'
b'DES1025-0041',b'DEC/multiepoch/delve/r5918/DES1025-0041/p02/coadd'
b'DES0739+1334',b'DEC/multiepoch/delve/r5918/DES0739+1334/p02/coadd'
b'DES0850-2415',b'DEC/multiepoch/delve/r5918/DES0850-2415/p01/coadd'
b'DES0754-0541',b'DEC/multiepoch/delve/r5918/DES0754-0541/p02/coadd'
b'DES0816+0001',b'DEC/multiepoch/delve/r5918/DES0816+0001/p02/coadd'
b'DES1127-0333',b'DEC/multiepoch/delve/r5918/DES1127-0333/p01/coadd'
b'DES1028+2208',b'DEC/multiepoch/delve/r5918/DES1028+2208/p01/coadd'
b'DES1006+1626',b'DEC/multiepoch/delve/r5918/DES1006+1626/p01/coadd'
b'DES1130+2417',b'DEC/multiepoch/delve/r5918/DES1130+2417/p01/coadd'
b'DES0915-1624',b'DEC/multiepoch/delve/r5918/DES0915-1624/p01/coadd'
b'DES0949+1126',b'DEC/multiepoch/delve/r5918/DES0949+1126/p01/coadd'
b'DES1145+2208',b'DEC/multiepoch/delve/r5918/DES1145+2208/p01/coadd'
b'DES0904-0958',b'DEC/multiepoch/delve/r5918/DES0904-0958/p01/coadd'
b'DES0939-1541',b'DEC/multiepoch/delve/r5918/DES0939-1541/p01/coadd'
b'DES0823-0250',b'DEC/multiepoch/delve/r5918/DES0823-0250/p01/coadd'
b'DES1128-0833',b'DEC/multiepoch/delve/r5918/DES1128-0833/p01/coadd'
b'DES1110+0418',b'DEC/multiepoch/delve/r5918/DES1110+0418/p01/coadd'
b'DES1112-2124',b'DEC/multiepoch/delve/r5918/DES1112-2124/p01/coadd'
b'DES0840-1041',b'DEC/multiepoch/delve/r5918/DES0840-1041/p01/coadd'
b'DES0850+1834',b'DEC/multiepoch/delve/r5918/DES0850+1834/p02/coadd'
b'DES1108+1126',b'DEC/multiepoch/delve/r5918/DES1108+1126/p01/coadd'
b'DES0803-0541',b'DEC/multiepoch/delve/r5918/DES0803-0541/p01/coadd'
b'DES0835-1250',b'DEC/multiepoch/delve/r5918/DES0835-1250/p01/coadd'
b'DES0841+1000',b'DEC/multiepoch/delve/r5918/DES0841+1000/p01/coadd'
b'DES1040-1749',b'DEC/multiepoch/delve/r5918/DES1040-1749/p01/coadd'
b'DES0845+0209',b'DEC/multiepoch/delve/r5918/DES0845+0209/p01/coadd'
b'DES1020+2126',b'DEC/multiepoch/delve/r5918/DES1020+2126/p01/coadd'
b'DES0849-0333',b'DEC/multiepoch/delve/r5918/DES0849-0333/p01/coadd'
b'DES0750+2334',b'DEC/multiepoch/delve/r5918/DES0750+2334/p01/coadd'
b'DES1117+0500',b'DEC/multiepoch/delve/r5918/DES1117+0500/p01/coadd'
b'DES0932-0250',b'DEC/multiepoch/delve/r5918/DES0932-0250/p01/coadd'
b'DES0711+2251',b'DEC/multiepoch/delve/r5918/DES0711+2251/p03/coadd'
b'DES0710+2417',b'DEC/multiepoch/delve/r5918/DES0710+2417/p03/coadd'
b'DES0950-2041',b'DEC/multiepoch/delve/r5918/DES0950-2041/p01/coadd'
b'DES1016+0126',b'DEC/multiepoch/delve/r5918/DES1016+0126/p01/coadd'
b'DES0835+2417',b'DEC/multiepoch/delve/r5918/DES0835+2417/p01/coadd'
b'DES1016-1749',b'DEC/multiepoch/delve/r5918/DES1016-1749/p01/coadd'
b'DES0759+2500',b'DEC/multiepoch/delve/r5918/DES0759+2500/p01/coadd'
b'DES1121+0709',b'DEC/multiepoch/delve/r5918/DES1121+0709/p01/coadd'
b'DES0936+0001',b'DEC/multiepoch/delve/r5918/DES0936+0001/p01/coadd'
b'DES1136-0416',b'DEC/multiepoch/delve/r5918/DES1136-0416/p01/coadd'
b'DES0844+1000',b'DEC/multiepoch/delve/r5918/DES0844+1000/p01/coadd'
b'DES0937+2751',b'DEC/multiepoch/delve/r5918/DES0937+2751/p01/coadd'
b'DES0735+1834',b'DEC/multiepoch/delve/r5918/DES0735+1834/p01/coadd'
b'DES0759+1834',b'DEC/multiepoch/delve/r5918/DES0759+1834/p01/coadd'
b'DES0954-0124',b'DEC/multiepoch/delve/r5918/DES0954-0124/p01/coadd'
b'DES1050+0043',b'DEC/multiepoch/delve/r5918/DES1050+0043/p01/coadd'
b'DES1023+1209',b'DEC/multiepoch/delve/r5918/DES1023+1209/p01/coadd'
b'DES1157+1334',b'DEC/multiepoch/delve/r5918/DES1157+1334/p01/coadd'
b'DES1142-0833',b'DEC/multiepoch/delve/r5918/DES1142-0833/p02/coadd'
b'DES0830+0626',b'DEC/multiepoch/delve/r5918/DES0830+0626/p01/coadd'
b'DES0912-0541',b'DEC/multiepoch/delve/r5918/DES0912-0541/p01/coadd'
b'DES0933-1458',b'DEC/multiepoch/delve/r5918/DES0933-1458/p01/coadd'
b'DES1142+1626',b'DEC/multiepoch/delve/r5918/DES1142+1626/p01/coadd'
b'DES0754+1000',b'DEC/multiepoch/delve/r5918/DES0754+1000/p01/coadd'
b'DES0723+1917',b'DEC/multiepoch/delve/r5918/DES0723+1917/p01/coadd'
b'DES1129-0458',b'DEC/multiepoch/delve/r5918/DES1129-0458/p01/coadd'
b'DES1000-0458',b'DEC/multiepoch/delve/r5918/DES1000-0458/p02/coadd'
b'DES0917-0207',b'DEC/multiepoch/delve/r5918/DES0917-0207/p01/coadd'
b'DES0906-1915',b'DEC/multiepoch/delve/r5918/DES0906-1915/p01/coadd'
b'DES0833+2708',b'DEC/multiepoch/delve/r5918/DES0833+2708/p01/coadd'
b'DES1032-0707',b'DEC/multiepoch/delve/r5918/DES1032-0707/p01/coadd'
b'DES1102+1500',b'DEC/multiepoch/delve/r5918/DES1102+1500/p02/coadd'
b'DES0923-1124',b'DEC/multiepoch/delve/r5918/DES0923-1124/p01/coadd'
b'DES0937+2708',b'DEC/multiepoch/delve/r5918/DES0937+2708/p01/coadd'
b'DES0848+1043',b'DEC/multiepoch/delve/r5918/DES0848+1043/p01/coadd'
b'DES0817-1332',b'DEC/multiepoch/delve/r5918/DES0817-1332/p02/coadd'
b'DES0811-0124',b'DEC/multiepoch/delve/r5918/DES0811-0124/p01/coadd'
b'DES1147+0335',b'DEC/multiepoch/delve/r5918/DES1147+0335/p01/coadd'
b'DES0815-0958',b'DEC/multiepoch/delve/r5918/DES0815-0958/p02/coadd'
b'DES1101-0915',b'DEC/multiepoch/delve/r5918/DES1101-0915/p02/coadd'
b'DES0915+1543',b'DEC/multiepoch/delve/r5918/DES0915+1543/p01/coadd'
b'DES1155+2417',b'DEC/multiepoch/delve/r5918/DES1155+2417/p01/coadd'
b'DES1132-2206',b'DEC/multiepoch/delve/r5918/DES1132-2206/p01/coadd'
b'DES0859+2500',b'DEC/multiepoch/delve/r5918/DES0859+2500/p02/coadd'
b'DES1005+2500',b'DEC/multiepoch/delve/r5918/DES1005+2500/p01/coadd'
b'DES0935-0707',b'DEC/multiepoch/delve/r5918/DES0935-0707/p01/coadd'
b'DES0940-2124',b'DEC/multiepoch/delve/r5918/DES0940-2124/p01/coadd'
b'DES1020+1417',b'DEC/multiepoch/delve/r5918/DES1020+1417/p01/coadd'
b'DES1013-1041',b'DEC/multiepoch/delve/r5918/DES1013-1041/p01/coadd'
b'DES1156+2043',b'DEC/multiepoch/delve/r5918/DES1156+2043/p01/coadd'
b'DES0726+2543',b'DEC/multiepoch/delve/r5918/DES0726+2543/p01/coadd'
b'DES0737+2751',b'DEC/multiepoch/delve/r5918/DES0737+2751/p02/coadd'
b'DES1107+0418',b'DEC/multiepoch/delve/r5918/DES1107+0418/p01/coadd'
b'DES1100+1626',b'DEC/multiepoch/delve/r5918/DES1100+1626/p01/coadd'
b'DES0956+0043',b'DEC/multiepoch/delve/r5918/DES0956+0043/p01/coadd'
b'DES0808+0709',b'DEC/multiepoch/delve/r5918/DES0808+0709/p02/coadd'
b'DES0757-0207',b'DEC/multiepoch/delve/r5918/DES0757-0207/p01/coadd'
b'DES0744+1751',b'DEC/multiepoch/delve/r5918/DES0744+1751/p01/coadd'
b'DES1056-2332',b'DEC/multiepoch/delve/r5918/DES1056-2332/p01/coadd'
b'DES1023-2249',b'DEC/multiepoch/delve/r5918/DES1023-2249/p01/coadd'
b'DES1134+1043',b'DEC/multiepoch/delve/r5918/DES1134+1043/p01/coadd'
b'DES1003+1917',b'DEC/multiepoch/delve/r5918/DES1003+1917/p01/coadd'
b'DES1013+1709',b'DEC/multiepoch/delve/r5918/DES1013+1709/p01/coadd'
b'DES1031-0624',b'DEC/multiepoch/delve/r5918/DES1031-0624/p01/coadd'
b'DES1019+2334',b'DEC/multiepoch/delve/r5918/DES1019+2334/p01/coadd'
b'DES0818+2000',b'DEC/multiepoch/delve/r5918/DES0818+2000/p02/coadd'
