TILENAME,PATH,RA_CENT,DEC_CENT,SHEARCAT_PATH,TAG 
DES1519-3832,DEC_Taiga/multiepoch/delve/r6050/DES1519-3832/p01/coadd,229.852038,-38.53337,3,DR3_1_2_original
DES1016-3415,DEC_Taiga/multiepoch/delve/r6050/DES1016-3415/p01/coadd,154.232653,-34.250037,3,DR3_1_2_original
DES1241-4623,DEC_Taiga/multiepoch/delve/r6050/DES1241-4623/p01/coadd,190.291155,-46.386148,3,DR3_1_2_original
DES1439-2541,DEC_Taiga/multiepoch/delve/r6050/DES1439-2541/p01/coadd,219.978146,-25.68337,3,DR3_1_2_original
DES1115-3415,DEC_Taiga/multiepoch/delve/r6050/DES1115-3415/p01/coadd,168.914799,-34.250037,3,DR3_1_2_original
DES1248-2832,DEC_Taiga/multiepoch/delve/r6050/DES1248-2832/p01/coadd,192.106517,-28.538926,3,DR3_1_2_original
DES1436-4206,DEC_Taiga/multiepoch/delve/r6050/DES1436-4206/p01/coadd,219.05142,-42.102815,3,DR3_1_2_original
DES0910-2832,DEC_Taiga/multiepoch/delve/r6050/DES0910-2832/p01/coadd,137.660377,-28.538926,3,DR3_1_2_original
DES1539-3914,DEC_Taiga/multiepoch/delve/r6050/DES1539-3914/p01/coadd,234.876062,-39.247259,3,DR3_1_2_original
DES1253-3957,DEC_Taiga/multiepoch/delve/r6050/DES1253-3957/p02/coadd,193.484319,-39.961148,3,DR3_1_2_original
DES1537+1334,DEC_Taiga/multiepoch/delve/r6117/DES1537+1334/p01/coadd,234.473958,13.580519,3,DR3_1_2_original
DES1516+1209,DEC_Taiga/multiepoch/delve/r6117/DES1516+1209/p02/coadd,229.009291,12.152741,3,DR3_1_2_original
DES1455-4206,DEC_Taiga/multiepoch/delve/r6050/DES1455-4206/p02/coadd,223.86236,-42.102815,3,DR3_1_2_original
DES1049-4206,DEC_Taiga/multiepoch/delve/r6050/DES1049-4206/p02/coadd,162.282335,-42.102815,3,DR3_1_2_original
DES1014-3206,DEC_Taiga/multiepoch/delve/r6050/DES1014-3206/p01/coadd,153.512336,-32.10837,3,DR3_1_2_original
DES1242-3832,DEC_Taiga/multiepoch/delve/r6050/DES1242-3832/p01/coadd,190.609616,-38.53337,3,DR3_1_2_original
DES1557-2041,DEC_Taiga/multiepoch/delve/r6117/DES1557-2041/p02/coadd,239.311263,-20.686148,3,DR3_1_2_original
DES1104-4831,DEC_Taiga/multiepoch/delve/r6050/DES1104-4831/p01/coadd,166.165607,-48.527815,3,DR3_1_2_original
DES1211-2749,DEC_Taiga/multiepoch/delve/r6050/DES1211-2749/p01/coadd,182.997746,-27.825037,3,DR3_1_2_original
DES1235-4040,DEC_Taiga/multiepoch/delve/r6050/DES1235-4040/p01/coadd,188.914233,-40.675037,3,DR3_1_2_original
DES1130-2915,DEC_Taiga/multiepoch/delve/r6050/DES1130-2915/p01/coadd,172.744609,-29.252815,3,DR3_1_2_original
DES1213-4206,DEC_Taiga/multiepoch/delve/r6050/DES1213-4206/p01/coadd,183.450468,-42.102815,3,DR3_1_2_original
DES1332-4249,DEC_Taiga/multiepoch/delve/r6050/DES1332-4249/p01/coadd,203.073448,-42.816704,3,DR3_1_2_original
DES1652-1415,DEC_Taiga/multiepoch/delve/r6117/DES1652-1415/p01/coadd,253.094028,-14.261148,3,DR3_1_2_original
DES1319-1749,DEC_Taiga/multiepoch/delve/r6117/DES1319-1749/p01/coadd,199.965795,-17.830593,3,DR3_1_2_original
DES0903-2623,DEC_Taiga/multiepoch/delve/r6050/DES0903-2623/p01/coadd,135.765774,-26.397259,3,DR3_1_2_original
DES1131-3332,DEC_Taiga/multiepoch/delve/r6050/DES1131-3332/p01/coadd,172.79346,-33.536148,3,DR3_1_2_original
DES1244-2958,DEC_Taiga/multiepoch/delve/r6117/DES1244-2958/p01/coadd,191.057205,-29.966704,3,DR3_1_2_original
DES1332-4040,DEC_Taiga/multiepoch/delve/r6050/DES1332-4040/p01/coadd,203.033521,-40.675037,3,DR3_1_2_original
DES1452-2958,DEC_Taiga/multiepoch/delve/r6050/DES1452-2958/p02/coadd,223.195204,-29.966704,3,DR3_1_2_original
DES1041-4249,DEC_Taiga/multiepoch/delve/r6050/DES1041-4249/p01/coadd,160.251727,-42.816704,3,DR3_1_2_original
DES1334-4457,DEC_Taiga/multiepoch/delve/r6050/DES1334-4457/p01/coadd,203.533427,-44.95837,3,DR3_1_2_original
DES0913-3206,DEC_Taiga/multiepoch/delve/r6117/DES0913-3206/p01/coadd,138.341943,-32.10837,3,DR3_1_2_original
DES1248-2458,DEC_Taiga/multiepoch/delve/r6050/DES1248-2458/p01/coadd,192.197757,-24.969481,3,DR3_1_2_original
DES1321-3249,DEC_Taiga/multiepoch/delve/r6050/DES1321-3249/p01/coadd,200.43448,-32.822259,3,DR3_1_2_original
DES1451-3914,DEC_Taiga/multiepoch/delve/r6050/DES1451-3914/p01/coadd,222.892234,-39.247259,3,DR3_1_2_original
DES1535-3040,DEC_Taiga/multiepoch/delve/r6050/DES1535-3040/p01/coadd,233.750286,-30.680593,3,DR3_1_2_original
DES1305-4831,DEC_Taiga/multiepoch/delve/r6050/DES1305-4831/p01/coadd,196.348591,-48.527815,3,DR3_1_2_original
DES1151-3540,DEC_Taiga/multiepoch/delve/r6050/DES1151-3540/p01/coadd,177.772671,-35.677815,3,DR3_1_2_original
DES1511+0752,DEC_Taiga/multiepoch/delve/r6117/DES1511+0752/p02/coadd,227.773319,7.869407,3,DR3_1_2_original
DES0900-2541,DEC_Taiga/multiepoch/delve/r6050/DES0900-2541/p01/coadd,135.217997,-25.68337,3,DR3_1_2_original
DES1005-2915,DEC_Taiga/multiepoch/delve/r6050/DES1005-2915/p01/coadd,151.470455,-29.252815,3,DR3_1_2_original
DES1108-3540,DEC_Taiga/multiepoch/delve/r6050/DES1108-3540/p01/coadd,167.226613,-35.677815,3,DR3_1_2_original
DES1233-2706,DEC_Taiga/multiepoch/delve/r6050/DES1233-2706/p01/coadd,188.485521,-27.111148,3,DR3_1_2_original
DES1611-3040,DEC_Taiga/multiepoch/delve/r6050/DES1611-3040/p01/coadd,242.881153,-30.680593,3,DR3_1_2_original
DES1402-4748,DEC_Taiga/multiepoch/delve/r6050/DES1402-4748/p01/coadd,210.530949,-47.813926,3,DR3_1_2_original
DES1242-3415,DEC_Taiga/multiepoch/delve/r6050/DES1242-3415/p01/coadd,190.506189,-34.250037,3,DR3_1_2_original
DES1443-2749,DEC_Taiga/multiepoch/delve/r6117/DES1443-2749/p01/coadd,220.93718,-27.825037,3,DR3_1_2_original
DES1107-2832,DEC_Taiga/multiepoch/delve/r6050/DES1107-2832/p01/coadd,166.91502,-28.538926,3,DR3_1_2_original
DES1435-4831,DEC_Taiga/multiepoch/delve/r6050/DES1435-4831/p01/coadd,218.98583,-48.527815,3,DR3_1_2_original
DES1414-4457,DEC_Taiga/multiepoch/delve/r6050/DES1414-4457/p01/coadd,213.622006,-44.95837,3,DR3_1_2_original
DES1119-3749,DEC_Taiga/multiepoch/delve/r6050/DES1119-3749/p01/coadd,169.848378,-37.819481,3,DR3_1_2_original
DES1523-2706,DEC_Taiga/multiepoch/delve/r6050/DES1523-2706/p01/coadd,230.992061,-27.111148,3,DR3_1_2_original
DES1429-4331,DEC_Taiga/multiepoch/delve/r6050/DES1429-4331/p01/coadd,217.292079,-43.530593,3,DR3_1_2_original
DES1551+0209,DEC_Taiga/multiepoch/delve/r6117/DES1551+0209/p01/coadd,237.906895,2.158296,3,DR3_1_2_original
DES1253-2749,DEC_Taiga/multiepoch/delve/r6050/DES1253-2749/p01/coadd,193.491632,-27.825037,3,DR3_1_2_original
DES1002-4206,DEC_Taiga/multiepoch/delve/r6050/DES1002-4206/p01/coadd,150.73608,-42.102815,3,DR3_1_2_original
DES1509-2623,DEC_Taiga/multiepoch/delve/r6050/DES1509-2623/p01/coadd,227.419418,-26.397259,3,DR3_1_2_original
DES1127-2915,DEC_Taiga/multiepoch/delve/r6050/DES1127-2915/p02/coadd,171.926373,-29.252815,3,DR3_1_2_original
DES0913-3040,DEC_Taiga/multiepoch/delve/r6050/DES0913-3040/p02/coadd,138.291229,-30.680593,3,DR3_1_2_original
DES1230-2623,DEC_Taiga/multiepoch/delve/r6050/DES1230-2623/p01/coadd,187.570008,-26.397259,3,DR3_1_2_original
DES1431-3832,DEC_Taiga/multiepoch/delve/r6050/DES1431-3832/p01/coadd,217.98805,-38.53337,3,DR3_1_2_original
DES1345-3914,DEC_Taiga/multiepoch/delve/r6050/DES1345-3914/p01/coadd,206.299242,-39.247259,3,DR3_1_2_original
DES1354-3706,DEC_Taiga/multiepoch/delve/r6117/DES1354-3706/p01/coadd,208.602663,-37.105593,3,DR3_1_2_original
DES1048-4414,DEC_Taiga/multiepoch/delve/r6050/DES1048-4414/p01/coadd,162.141254,-44.244481,3,DR3_1_2_original
DES1222-1541,DEC_Taiga/multiepoch/delve/r6117/DES1222-1541/p01/coadd,185.652869,-15.688926,3,DR3_1_2_original
DES1224-3415,DEC_Taiga/multiepoch/delve/r6050/DES1224-3415/p01/coadd,186.187911,-34.250037,3,DR3_1_2_original
DES1532-2958,DEC_Taiga/multiepoch/delve/r6050/DES1532-2958/p01/coadd,233.083818,-29.966704,3,DR3_1_2_original
DES1048-4249,DEC_Taiga/multiepoch/delve/r6050/DES1048-4249/p03/coadd,162.198169,-42.816704,3,DR3_1_2_original
DES1358-4706,DEC_Taiga/multiepoch/delve/r6050/DES1358-4706/p01/coadd,209.691736,-47.100037,3,DR3_1_2_original
DES1250-3123,DEC_Taiga/multiepoch/delve/r6050/DES1250-3123/p01/coadd,192.660243,-31.394481,3,DR3_1_2_original
DES1308-2623,DEC_Taiga/multiepoch/delve/r6050/DES1308-2623/p01/coadd,197.133866,-26.397259,3,DR3_1_2_original
DES1157-3123,DEC_Taiga/multiepoch/delve/r6050/DES1157-3123/p01/coadd,179.279029,-31.394481,3,DR3_1_2_original
DES1213-3249,DEC_Taiga/multiepoch/delve/r6050/DES1213-3249/p02/coadd,183.444335,-32.822259,3,DR3_1_2_original
DES1605-0541,DEC_Taiga/multiepoch/delve/r6117/DES1605-0541/p01/coadd,241.430351,-5.694481,3,DR3_1_2_original
DES1144-2958,DEC_Taiga/multiepoch/delve/r6050/DES1144-2958/p01/coadd,176.224283,-29.966704,3,DR3_1_2_original
DES1143-4957,DEC_Taiga/multiepoch/delve/r6050/DES1143-4957/p01/coadd,175.753362,-49.955593,3,DR3_1_2_original
DES1330-2832,DEC_Taiga/multiepoch/delve/r6117/DES1330-2832/p01/coadd,202.670694,-28.538926,3,DR3_1_2_original
DES1104-3206,DEC_Taiga/multiepoch/delve/r6050/DES1104-3206/p01/coadd,166.15433,-32.10837,3,DR3_1_2_original
DES1116-4249,DEC_Taiga/multiepoch/delve/r6050/DES1116-4249/p02/coadd,169.010715,-42.816704,3,DR3_1_2_original
DES1234-2749,DEC_Taiga/multiepoch/delve/r6050/DES1234-2749/p01/coadd,188.6483,-27.825037,3,DR3_1_2_original
DES1449+0626,DEC_Taiga/multiepoch/delve/r6117/DES1449+0626/p02/coadd,222.485764,6.44163,3,DR3_1_2_original
DES1251-2832,DEC_Taiga/multiepoch/delve/r6050/DES1251-2832/p01/coadd,192.919146,-28.538926,3,DR3_1_2_original
DES1124-2915,DEC_Taiga/multiepoch/delve/r6050/DES1124-2915/p01/coadd,171.108136,-29.252815,3,DR3_1_2_original
DES1201-3540,DEC_Taiga/multiepoch/delve/r6050/DES1201-3540/p01/coadd,180.409186,-35.677815,3,DR3_1_2_original
DES0938-3749,DEC_Taiga/multiepoch/delve/r6050/DES0938-3749/p01/coadd,144.544289,-37.819481,3,DR3_1_2_original
DES1202-4249,DEC_Taiga/multiepoch/delve/r6050/DES1202-4249/p01/coadd,180.689366,-42.816704,3,DR3_1_2_original
DES1427-3123,DEC_Taiga/multiepoch/delve/r6050/DES1427-3123/p02/coadd,216.913694,-31.394481,3,DR3_1_2_original
DES1301+2543,DEC_Taiga/multiepoch/delve/r6117/DES1301+2543/p01/coadd,195.499993,25.71663,3,DR3_1_2_original
DES0923-3249,DEC_Taiga/multiepoch/delve/r6050/DES0923-3249/p01/coadd,140.968972,-32.822259,3,DR3_1_2_original
DES1117-3332,DEC_Taiga/multiepoch/delve/r6050/DES1117-3332/p01/coadd,169.367634,-33.536148,3,DR3_1_2_original
DES1148-3749,DEC_Taiga/multiepoch/delve/r6050/DES1148-3749/p01/coadd,177.078118,-37.819481,3,DR3_1_2_original
DES1316+1252,DEC_Taiga/multiepoch/delve/r6117/DES1316+1252/p01/coadd,199.122995,12.86663,3,DR3_1_2_original
DES1523-2458,DEC_Taiga/multiepoch/delve/r6050/DES1523-2458/p01/coadd,230.78494,-24.969481,3,DR3_1_2_original
DES1446-4457,DEC_Taiga/multiepoch/delve/r6050/DES1446-4457/p01/coadd,221.69287,-44.95837,3,DR3_1_2_original
DES1345-3249,DEC_Taiga/multiepoch/delve/r6117/DES1345-3249/p01/coadd,206.381031,-32.822259,3,DR3_1_2_original
DES1318-3623,DEC_Taiga/multiepoch/delve/r6050/DES1318-3623/p01/coadd,199.67582,-36.391704,3,DR3_1_2_original
DES1340-3123,DEC_Taiga/multiepoch/delve/r6050/DES1340-3123/p01/coadd,205.205132,-31.394481,3,DR3_1_2_original
DES1311+1334,DEC_Taiga/multiepoch/delve/r6117/DES1311+1334/p01/coadd,197.752817,13.580519,3,DR3_1_2_original
DES1308-3040,DEC_Taiga/multiepoch/delve/r6050/DES1308-3040/p01/coadd,197.226821,-30.680593,3,DR3_1_2_original
DES1507-2458,DEC_Taiga/multiepoch/delve/r6050/DES1507-2458/p01/coadd,226.847472,-24.969481,3,DR3_1_2_original
DES1254-4331,DEC_Taiga/multiepoch/delve/r6050/DES1254-4331/p01/coadd,193.660129,-43.530593,3,DR3_1_2_original
DES1614-3706,DEC_Taiga/multiepoch/delve/r6050/DES1614-3706/p01/coadd,243.512731,-37.105593,3,DR3_1_2_original
DES1734-0915,DEC_Taiga/multiepoch/delve/r6117/DES1734-0915/p01/coadd,263.641685,-9.263926,3,DR3_1_2_original
DES1319-4748,DEC_Taiga/multiepoch/delve/r6050/DES1319-4748/p01/coadd,199.900342,-47.813926,3,DR3_1_2_original
DES1446+1000,DEC_Taiga/multiepoch/delve/r6117/DES1446+1000/p01/coadd,221.643979,10.011074,3,DR3_1_2_original
DES1320-3957,DEC_Taiga/multiepoch/delve/r6050/DES1320-3957/p01/coadd,200.004018,-39.961148,3,DR3_1_2_original
DES1228-3415,DEC_Taiga/multiepoch/delve/r6050/DES1228-3415/p01/coadd,187.051567,-34.250037,3,DR3_1_2_original
DES1451-2706,DEC_Taiga/multiepoch/delve/r6050/DES1451-2706/p01/coadd,222.971959,-27.111148,3,DR3_1_2_original
DES1624+0500,DEC_Taiga/multiepoch/delve/r6117/DES1624+0500/p01/coadd,246.083581,5.013852,3,DR3_1_2_original
DES1217-2623,DEC_Taiga/multiepoch/delve/r6117/DES1217-2623/p01/coadd,184.382055,-26.397259,3,DR3_1_2_original
DES1314-4123,DEC_Taiga/multiepoch/delve/r6050/DES1314-4123/p01/coadd,198.561426,-41.388926,3,DR3_1_2_original
DES1402-3040,DEC_Taiga/multiepoch/delve/r6050/DES1402-3040/p01/coadd,210.508081,-30.680593,3,DR3_1_2_original
DES0939-2915,DEC_Taiga/multiepoch/delve/r6050/DES0939-2915/p01/coadd,144.924561,-29.252815,3,DR3_1_2_original
DES1334-2706,DEC_Taiga/multiepoch/delve/r6050/DES1334-2706/p01/coadd,203.723715,-27.111148,3,DR3_1_2_original
DES1226+1751,DEC_Taiga/multiepoch/delve/r6117/DES1226+1751/p01/coadd,186.518272,17.863852,3,DR3_1_2_original
DES1012-2832,DEC_Taiga/multiepoch/delve/r6050/DES1012-2832/p01/coadd,153.100327,-28.538926,3,DR3_1_2_original
DES1507-3249,DEC_Taiga/multiepoch/delve/r6050/DES1507-3249/p03/coadd,226.769205,-32.822259,3,DR3_1_2_original
DES1301+1043,DEC_Taiga/multiepoch/delve/r6117/DES1301+1043/p01/coadd,195.460315,10.724963,3,DR3_1_2_original
DES1415-0333,DEC_Taiga/multiepoch/delve/r6117/DES1415-0333/p01/coadd,213.98019,-3.552815,3,DR3_1_2_original
DES1427-3749,DEC_Taiga/multiepoch/delve/r6050/DES1427-3749/p01/coadd,216.841688,-37.819481,3,DR3_1_2_original
DES1235-2832,DEC_Taiga/multiepoch/delve/r6050/DES1235-2832/p01/coadd,188.856002,-28.538926,3,DR3_1_2_original
DES0903-2915,DEC_Taiga/multiepoch/delve/r6050/DES0903-2915/p01/coadd,135.923957,-29.252815,3,DR3_1_2_original
DES1025-2915,DEC_Taiga/multiepoch/delve/r6050/DES1025-2915/p01/coadd,156.379875,-29.252815,3,DR3_1_2_original
DES1510+0335,DEC_Taiga/multiepoch/delve/r6117/DES1510+0335/p02/coadd,227.581541,3.586074,3,DR3_1_2_original
DES1019-3706,DEC_Taiga/multiepoch/delve/r6050/DES1019-3706/p01/coadd,154.894868,-37.105593,3,DR3_1_2_original
DES1513-2458,DEC_Taiga/multiepoch/delve/r6050/DES1513-2458/p01/coadd,228.422459,-24.969481,3,DR3_1_2_original
DES1457-3123,DEC_Taiga/multiepoch/delve/r6050/DES1457-3123/p01/coadd,224.440628,-31.394481,3,DR3_1_2_original
DES1526-3832,DEC_Taiga/multiepoch/delve/r6050/DES1526-3832/p01/coadd,231.677267,-38.53337,3,DR3_1_2_original
DES1454-4249,DEC_Taiga/multiepoch/delve/r6050/DES1454-4249/p01/coadd,223.511088,-42.816704,3,DR3_1_2_original
DES1007-4123,DEC_Taiga/multiepoch/delve/r6050/DES1007-4123/p01/coadd,151.935562,-41.388926,3,DR3_1_2_original
DES1525-2623,DEC_Taiga/multiepoch/delve/r6050/DES1525-2623/p01/coadd,231.404359,-26.397259,3,DR3_1_2_original
DES1639-0041,DEC_Taiga/multiepoch/delve/r6117/DES1639-0041/p01/coadd,249.838717,-0.697259,3,DR3_1_2_original
DES1135-4249,DEC_Taiga/multiepoch/delve/r6050/DES1135-4249/p02/coadd,173.87682,-42.816704,3,DR3_1_2_original
DES1219-4331,DEC_Taiga/multiepoch/delve/r6050/DES1219-4331/p01/coadd,184.798147,-43.530593,3,DR3_1_2_original
DES1015-2706,DEC_Taiga/multiepoch/delve/r6050/DES1015-2706/p01/coadd,153.999082,-27.111148,3,DR3_1_2_original
DES0946-3040,DEC_Taiga/multiepoch/delve/r6050/DES0946-3040/p01/coadd,146.592016,-30.680593,3,DR3_1_2_original
DES1152-2458,DEC_Taiga/multiepoch/delve/r6050/DES1152-2458/p01/coadd,178.022874,-24.969481,3,DR3_1_2_original
DES1548-2958,DEC_Taiga/multiepoch/delve/r6050/DES1548-2958/p01/coadd,237.204075,-29.966704,3,DR3_1_2_original
DES1304-2541,DEC_Taiga/multiepoch/delve/r6050/DES1304-2541/p01/coadd,196.213618,-25.68337,3,DR3_1_2_original
DES0940-3249,DEC_Taiga/multiepoch/delve/r6050/DES0940-3249/p01/coadd,145.216508,-32.822259,3,DR3_1_2_original
DES1216-1749,DEC_Taiga/multiepoch/delve/r6117/DES1216-1749/p03/coadd,184.217687,-17.830593,3,DR3_1_2_original
DES1521-3123,DEC_Taiga/multiepoch/delve/r6050/DES1521-3123/p01/coadd,230.294909,-31.394481,3,DR3_1_2_original
DES1729-1041,DEC_Taiga/multiepoch/delve/r6117/DES1729-1041/p01/coadd,262.267563,-10.691704,3,DR3_1_2_original
DES0904-2541,DEC_Taiga/multiepoch/delve/r6050/DES0904-2541/p01/coadd,136.010148,-25.68337,3,DR3_1_2_original
DES1347-4957,DEC_Taiga/multiepoch/delve/r6050/DES1347-4957/p01/coadd,206.821841,-49.955593,3,DR3_1_2_original
DES1124-3957,DEC_Taiga/multiepoch/delve/r6050/DES1124-3957/p02/coadd,171.131067,-39.961148,3,DR3_1_2_original
DES1102-2958,DEC_Taiga/multiepoch/delve/r6050/DES1102-2958/p02/coadd,165.511617,-29.966704,3,DR3_1_2_original
DES1013-3957,DEC_Taiga/multiepoch/delve/r6050/DES1013-3957/p01/coadd,153.434742,-39.961148,3,DR3_1_2_original
DES1141-4457,DEC_Taiga/multiepoch/delve/r6050/DES1141-4457/p01/coadd,175.285404,-44.95837,3,DR3_1_2_original
DES1236-2541,DEC_Taiga/multiepoch/delve/r6050/DES1236-2541/p01/coadd,189.08426,-25.68337,3,DR3_1_2_original
DES1456-3457,DEC_Taiga/multiepoch/delve/r6050/DES1456-3457/p02/coadd,224.245215,-34.963926,3,DR3_1_2_original
DES1314-1415,DEC_Taiga/multiepoch/delve/r6117/DES1314-1415/p01/coadd,198.5865,-14.261148,3,DR3_1_2_original
DES1150-4123,DEC_Taiga/multiepoch/delve/r6050/DES1150-4123/p01/coadd,177.627364,-41.388926,3,DR3_1_2_original
DES1324-4414,DEC_Taiga/multiepoch/delve/r6050/DES1324-4414/p01/coadd,201.006201,-44.244481,3,DR3_1_2_original
DES1557-2623,DEC_Taiga/multiepoch/delve/r6050/DES1557-2623/p01/coadd,239.374241,-26.397259,3,DR3_1_2_original
DES1220-4914,DEC_Taiga/multiepoch/delve/r6050/DES1220-4914/p01/coadd,185.085333,-49.241704,3,DR3_1_2_original
DES1443-3457,DEC_Taiga/multiepoch/delve/r6050/DES1443-3457/p01/coadd,220.760763,-34.963926,3,DR3_1_2_original
DES1338-0333,DEC_Taiga/multiepoch/delve/r6117/DES1338-0333/p01/coadd,204.681765,-3.552815,3,DR3_1_2_original
DES1721-0707,DEC_Taiga/multiepoch/delve/r6117/DES1721-0707/p01/coadd,260.331306,-7.122259,3,DR3_1_2_original
DES1103-3832,DEC_Taiga/multiepoch/delve/r6050/DES1103-3832/p01/coadd,165.969026,-38.53337,3,DR3_1_2_original
DES1406-2958,DEC_Taiga/multiepoch/delve/r6050/DES1406-2958/p01/coadd,211.658486,-29.966704,3,DR3_1_2_original
DES1212+2251,DEC_Taiga/multiepoch/delve/r6117/DES1212+2251/p01/coadd,183.062052,22.861074,3,DR3_1_2_original
DES1541-3040,DEC_Taiga/multiepoch/delve/r6050/DES1541-3040/p01/coadd,235.410444,-30.680593,3,DR3_1_2_original
DES1328-1749,DEC_Taiga/multiepoch/delve/r6117/DES1328-1749/p01/coadd,202.215525,-17.830593,3,DR3_1_2_original
DES1058-3540,DEC_Taiga/multiepoch/delve/r6050/DES1058-3540/p01/coadd,164.590098,-35.677815,3,DR3_1_2_original
DES1444-2915,DEC_Taiga/multiepoch/delve/r6050/DES1444-2915/p01/coadd,221.020576,-29.252815,3,DR3_1_2_original
DES1131-3457,DEC_Taiga/multiepoch/delve/r6050/DES1131-3457/p01/coadd,172.849539,-34.963926,3,DR3_1_2_original
DES1233-5123,DEC_Taiga/multiepoch/delve/r6050/DES1233-5123/p01/coadd,188.381819,-51.38337,3,DR3_1_2_original
DES1102-3914,DEC_Taiga/multiepoch/delve/r6050/DES1102-3914/p01/coadd,165.738594,-39.247259,3,DR3_1_2_original
DES1110-3123,DEC_Taiga/multiepoch/delve/r6050/DES1110-3123/p02/coadd,167.570466,-31.394481,3,DR3_1_2_original
DES1017-3206,DEC_Taiga/multiepoch/delve/r6050/DES1017-3206/p01/coadd,154.355136,-32.10837,3,DR3_1_2_original
DES0954-2623,DEC_Taiga/multiepoch/delve/r6050/DES0954-2623/p01/coadd,148.517586,-26.397259,3,DR3_1_2_original
DES1132-3623,DEC_Taiga/multiepoch/delve/r6050/DES1132-3623/p01/coadd,173.070607,-36.391704,3,DR3_1_2_original
DES1003-3623,DEC_Taiga/multiepoch/delve/r6050/DES1003-3623/p01/coadd,150.899597,-36.391704,3,DR3_1_2_original
DES1718+1209,DEC_Taiga/multiepoch/delve/r6117/DES1718+1209/p01/coadd,259.679962,12.152741,3,DR3_1_2_original
DES1330-4623,DEC_Taiga/multiepoch/delve/r6050/DES1330-4623/p01/coadd,202.710303,-46.386148,3,DR3_1_2_original
DES1239-2915,DEC_Taiga/multiepoch/delve/r6117/DES1239-2915/p01/coadd,189.927581,-29.252815,3,DR3_1_2_original
DES1504-2706,DEC_Taiga/multiepoch/delve/r6050/DES1504-2706/p01/coadd,226.18,-27.111148,3,DR3_1_2_original
DES1323-4748,DEC_Taiga/multiepoch/delve/r6050/DES1323-4748/p01/coadd,200.963402,-47.813926,3,DR3_1_2_original
DES1648-1124,DEC_Taiga/multiepoch/delve/r6117/DES1648-1124/p01/coadd,252.189407,-11.405593,3,DR3_1_2_original
DES1158-4540,DEC_Taiga/multiepoch/delve/r6050/DES1158-4540/p01/coadd,179.606849,-45.672259,3,DR3_1_2_original
DES0958-3540,DEC_Taiga/multiepoch/delve/r6050/DES0958-3540/p01/coadd,149.649849,-35.677815,3,DR3_1_2_original
DES1307-1250,DEC_Taiga/multiepoch/delve/r6117/DES1307-1250/p01/coadd,196.888756,-12.83337,3,DR3_1_2_original
DES0851-2541,DEC_Taiga/multiepoch/delve/r6050/DES0851-2541/p01/coadd,132.841544,-25.68337,3,DR3_1_2_original
DES1151-3749,DEC_Taiga/multiepoch/delve/r6050/DES1151-3749/p01/coadd,177.981836,-37.819481,3,DR3_1_2_original
DES1049-2458,DEC_Taiga/multiepoch/delve/r6050/DES1049-2458/p03/coadd,162.273004,-24.969481,3,DR3_1_2_original
DES1216+0043,DEC_Taiga/multiepoch/delve/r6117/DES1216+0043/p01/coadd,184.158027,0.730519,3,DR3_1_2_original
DES1304-2832,DEC_Taiga/multiepoch/delve/r6050/DES1304-2832/p01/coadd,196.169662,-28.538926,3,DR3_1_2_original
DES1132-3415,DEC_Taiga/multiepoch/delve/r6050/DES1132-3415/p01/coadd,173.233077,-34.250037,3,DR3_1_2_original
DES1240-2706,DEC_Taiga/multiepoch/delve/r6050/DES1240-2706/p01/coadd,190.089541,-27.111148,3,DR3_1_2_original
DES1339-4040,DEC_Taiga/multiepoch/delve/r6050/DES1339-4040/p01/coadd,204.916093,-40.675037,3,DR3_1_2_original
DES1434-3957,DEC_Taiga/multiepoch/delve/r6050/DES1434-3957/p01/coadd,218.631728,-39.961148,3,DR3_1_2_original
DES1514-3540,DEC_Taiga/multiepoch/delve/r6050/DES1514-3540/p01/coadd,228.745288,-35.677815,3,DR3_1_2_original
DES1549-2915,DEC_Taiga/multiepoch/delve/r6050/DES1549-2915/p01/coadd,237.385311,-29.252815,3,DR3_1_2_original
DES1228-4748,DEC_Taiga/multiepoch/delve/r6050/DES1228-4748/p01/coadd,187.143612,-47.813926,3,DR3_1_2_original
DES1453-3415,DEC_Taiga/multiepoch/delve/r6050/DES1453-3415/p02/coadd,223.325103,-34.250037,3,DR3_1_2_original
DES1451-4414,DEC_Taiga/multiepoch/delve/r6050/DES1451-4414/p01/coadd,222.930017,-44.244481,3,DR3_1_2_original
DES1603-3706,DEC_Taiga/multiepoch/delve/r6050/DES1603-3706/p02/coadd,240.827341,-37.105593,3,DR3_1_2_original
DES1500-3457,DEC_Taiga/multiepoch/delve/r6050/DES1500-3457/p01/coadd,225.116328,-34.963926,3,DR3_1_2_original
DES1101-2915,DEC_Taiga/multiepoch/delve/r6117/DES1101-2915/p01/coadd,165.380479,-29.252815,3,DR3_1_2_original
DES1151-4331,DEC_Taiga/multiepoch/delve/r6050/DES1151-4331/p01/coadd,177.905495,-43.530593,3,DR3_1_2_original
DES1344-3415,DEC_Taiga/multiepoch/delve/r6050/DES1344-3415/p01/coadd,206.051991,-34.250037,3,DR3_1_2_original
DES1513-3914,DEC_Taiga/multiepoch/delve/r6050/DES1513-3914/p01/coadd,228.423231,-39.247259,3,DR3_1_2_original
DES1458-3040,DEC_Taiga/multiepoch/delve/r6050/DES1458-3040/p01/coadd,224.61942,-30.680593,3,DR3_1_2_original
