TILENAME,PATH,RA_CENT,DEC_CENT,SHEARCAT_PATH,TAG 
DES0810+0001,DEC_Taiga/multiepoch/delve/r5918/DES0810+0001/p02/coadd,122.741712,0.01663,2,DR3_1_1_original
DES1105-2415,DEC_Taiga/multiepoch/delve/r5918/DES1105-2415/p01/coadd,166.3467,-24.255593,2,DR3_1_1_original
DES0857-2124,DEC_Taiga/multiepoch/delve/r5918/DES0857-2124/p01/coadd,134.291105,-21.400037,2,DR3_1_1_original
DES1011+1417,DEC_Taiga/multiepoch/delve/r5918/DES1011+1417/p01/coadd,152.953258,14.294407,2,DR3_1_1_original
DES0859+1834,DEC_Taiga/multiepoch/delve/r5918/DES0859+1834/p01/coadd,134.914908,18.577741,2,DR3_1_1_original
DES0928+2251,DEC_Taiga/multiepoch/delve/r5918/DES0928+2251/p01/coadd,142.00053,22.861074,2,DR3_1_1_original
DES0834+0500,DEC_Taiga/multiepoch/delve/r6235/DES0834+0500/p03/coadd,128.556089,5.013852,2,DR3_1_1_original
DES0949-1707,DEC_Taiga/multiepoch/delve/r5918/DES0949-1707/p01/coadd,147.309043,-17.116704,2,DR3_1_1_original
DES1014-0624,DEC_Taiga/multiepoch/delve/r5918/DES1014-0624/p01/coadd,153.501377,-6.40837,2,DR3_1_1_original
DES0818+1209,DEC_Taiga/multiepoch/delve/r5918/DES0818+1209/p03/coadd,124.582957,12.152741,2,DR3_1_1_original
DES1031-0124,DEC_Taiga/multiepoch/delve/r5918/DES1031-0124/p01/coadd,157.795891,-1.411148,2,DR3_1_1_original
DES0843+1709,DEC_Taiga/multiepoch/delve/r5918/DES0843+1709/p01/coadd,130.914329,17.149963,2,DR3_1_1_original
DES1113-1458,DEC_Taiga/multiepoch/delve/r5918/DES1113-1458/p01/coadd,168.472179,-14.975037,2,DR3_1_1_original
DES0730+0418,DEC_Taiga/multiepoch/delve/r5918/DES0730+0418/p01/coadd,112.589558,4.299963,2,DR3_1_1_original
DES0849+0835,DEC_Taiga/multiepoch/delve/r5918/DES0849+0835/p01/coadd,132.31455,8.583296,2,DR3_1_1_original
DES0822+1043,DEC_Taiga/multiepoch/delve/r5918/DES0822+1043/p01/coadd,125.708536,10.724963,2,DR3_1_1_original
DES0744+1917,DEC_Taiga/multiepoch/delve/r5918/DES0744+1917/p01/coadd,116.191587,19.29163,2,DR3_1_1_original
DES1017-0207,DEC_Taiga/multiepoch/delve/r5918/DES1017-0207/p01/coadd,154.317391,-2.125037,2,DR3_1_1_original
DES1041+1500,DEC_Taiga/multiepoch/delve/r5918/DES1041+1500/p01/coadd,160.381561,15.008296,2,DR3_1_1_original
DES0902+0626,DEC_Taiga/multiepoch/delve/r5918/DES0902+0626/p01/coadd,135.556388,6.44163,2,DR3_1_1_original
DES1104+1709,DEC_Taiga/multiepoch/delve/r5918/DES1104+1709/p01/coadd,166.028417,17.149963,2,DR3_1_1_original
DES0824+1126,DEC_Taiga/multiepoch/delve/r5918/DES0824+1126/p01/coadd,126.223388,11.438852,2,DR3_1_1_original
DES0825+0043,DEC_Taiga/multiepoch/delve/r5918/DES0825+0043/p01/coadd,126.328327,0.730519,2,DR3_1_1_original
DES1050-2124,DEC_Taiga/multiepoch/delve/r5918/DES1050-2124/p01/coadd,162.660928,-21.400037,2,DR3_1_1_original
DES1140-0624,DEC_Taiga/multiepoch/delve/r5918/DES1140-0624/p01/coadd,175.052703,-6.40837,2,DR3_1_1_original
DES0842+1126,DEC_Taiga/multiepoch/delve/r5918/DES0842+1126/p01/coadd,130.593527,11.438852,2,DR3_1_1_original
DES1114+2625,DEC_Taiga/multiepoch/delve/r5918/DES1114+2625/p01/coadd,168.515539,26.430519,2,DR3_1_1_original
DES0849-0541,DEC_Taiga/multiepoch/delve/r5918/DES0849-0541/p01/coadd,132.381103,-5.694481,2,DR3_1_1_original
DES0952-0333,DEC_Taiga/multiepoch/delve/r5918/DES0952-0333/p01/coadd,148.175946,-3.552815,2,DR3_1_1_original
DES0800-0541,DEC_Taiga/multiepoch/delve/r5918/DES0800-0541/p01/coadd,120.184806,-5.694481,2,DR3_1_1_original
DES0842-0458,DEC_Taiga/multiepoch/delve/r5918/DES0842-0458/p01/coadd,130.69501,-4.980593,2,DR3_1_1_original
DES1056-1041,DEC_Taiga/multiepoch/delve/r5918/DES1056-1041/p02/coadd,164.189914,-10.691704,2,DR3_1_1_original
DES1012+2917,DEC_Taiga/multiepoch/delve/r5918/DES1012+2917/p01/coadd,153.18458,29.286074,2,DR3_1_1_original
DES1026-1541,DEC_Taiga/multiepoch/delve/r5918/DES1026-1541/p01/coadd,156.733799,-15.688926,2,DR3_1_1_original
DES0808+1751,DEC_Taiga/multiepoch/delve/r5918/DES0808+1751/p01/coadd,122.01394,17.863852,2,DR3_1_1_original
DES1041+0543,DEC_Taiga/multiepoch/delve/r5918/DES1041+0543/p01/coadd,160.375121,5.727741,2,DR3_1_1_original
DES0907+2543,DEC_Taiga/multiepoch/delve/r5918/DES0907+2543/p01/coadd,136.86441,25.71663,2,DR3_1_1_original
DES1140+1500,DEC_Taiga/multiepoch/delve/r5918/DES1140+1500/p02/coadd,175.163581,15.008296,2,DR3_1_1_original
DES1049+2208,DEC_Taiga/multiepoch/delve/r5918/DES1049+2208/p01/coadd,162.412931,22.147185,2,DR3_1_1_original
DES0920-0207,DEC_Taiga/multiepoch/delve/r5918/DES0920-0207/p01/coadd,140.029788,-2.125037,2,DR3_1_1_original
DES1052-1332,DEC_Taiga/multiepoch/delve/r5918/DES1052-1332/p01/coadd,163.200106,-13.547259,2,DR3_1_1_original
DES1058-2206,DEC_Taiga/multiepoch/delve/r5918/DES1058-2206/p01/coadd,164.666124,-22.113926,2,DR3_1_1_original
DES1042+0126,DEC_Taiga/multiepoch/delve/r5918/DES1042+0126/p01/coadd,160.655875,1.444407,2,DR3_1_1_original
DES1044+1334,DEC_Taiga/multiepoch/delve/r5918/DES1044+1334/p01/coadd,161.031677,13.580519,2,DR3_1_1_original
DES1111+2208,DEC_Taiga/multiepoch/delve/r6101/DES1111+2208/p01/coadd,167.808228,22.147185,2,DR3_1_1_original
DES1001+1126,DEC_Taiga/multiepoch/delve/r5918/DES1001+1126/p01/coadd,150.259149,11.438852,2,DR3_1_1_original
DES1132+1000,DEC_Taiga/multiepoch/delve/r5918/DES1132+1000/p01/coadd,173.073899,10.011074,2,DR3_1_1_original
DES0941-0541,DEC_Taiga/multiepoch/delve/r5918/DES0941-0541/p01/coadd,145.29483,-5.694481,2,DR3_1_1_original
DES1129-0458,DEC_Taiga/multiepoch/delve/r6101/DES1129-0458/p01/coadd,172.257496,-4.980593,2,DR3_1_1_original
DES0916-0750,DEC_Taiga/multiepoch/delve/r5918/DES0916-0750/p01/coadd,139.112217,-7.836148,2,DR3_1_1_original
DES0854+2834,DEC_Taiga/multiepoch/delve/r5918/DES0854+2834/p02/coadd,133.666453,28.572185,2,DR3_1_1_original
DES1054+1000,DEC_Taiga/multiepoch/delve/r5918/DES1054+1000/p01/coadd,163.649853,10.011074,2,DR3_1_1_original
DES1058-1915,DEC_Taiga/multiepoch/delve/r5918/DES1058-1915/p01/coadd,164.547801,-19.25837,2,DR3_1_1_original
DES0934+1209,DEC_Taiga/multiepoch/delve/r5918/DES0934+1209/p01/coadd,143.569563,12.152741,2,DR3_1_1_original
DES1042-0124,DEC_Taiga/multiepoch/delve/r5918/DES1042-0124/p01/coadd,160.652313,-1.411148,2,DR3_1_1_original
DES0803+1209,DEC_Taiga/multiepoch/delve/r5918/DES0803+1209/p01/coadd,120.931687,12.152741,2,DR3_1_1_original
DES0939+1500,DEC_Taiga/multiepoch/delve/r5918/DES0939+1500/p01/coadd,144.860441,15.008296,2,DR3_1_1_original
DES0759-0124,DEC_Taiga/multiepoch/delve/r5918/DES0759-0124/p01/coadd,119.948302,-1.411148,2,DR3_1_1_original
DES0914-2041,DEC_Taiga/multiepoch/delve/r5918/DES0914-2041/p01/coadd,138.584012,-20.686148,2,DR3_1_1_original
DES0937-1749,DEC_Taiga/multiepoch/delve/r5918/DES0937-1749/p02/coadd,144.472463,-17.830593,2,DR3_1_1_original
DES1010-1707,DEC_Taiga/multiepoch/delve/r5918/DES1010-1707/p01/coadd,152.537863,-17.116704,2,DR3_1_1_original
DES0922+1209,DEC_Taiga/multiepoch/delve/r5918/DES0922+1209/p01/coadd,140.648547,12.152741,2,DR3_1_1_original
DES0756-0041,DEC_Taiga/multiepoch/delve/r5918/DES0756-0041/p01/coadd,119.187377,-0.697259,2,DR3_1_1_original
DES0831-1041,DEC_Taiga/multiepoch/delve/r5918/DES0831-1041/p01/coadd,127.864859,-10.691704,2,DR3_1_1_original
DES1028+0001,DEC_Taiga/multiepoch/delve/r5918/DES1028+0001/p01/coadd,157.008381,0.01663,2,DR3_1_1_original
DES1123+0209,DEC_Taiga/multiepoch/delve/r5918/DES1123+0209/p01/coadd,170.753699,2.158296,2,DR3_1_1_original
DES0948-1541,DEC_Taiga/multiepoch/delve/r5918/DES0948-1541/p01/coadd,147.094109,-15.688926,2,DR3_1_1_original
DES0916-0041,DEC_Taiga/multiepoch/delve/r5918/DES0916-0041/p01/coadd,139.177746,-0.697259,2,DR3_1_1_original
DES1113+0043,DEC_Taiga/multiepoch/delve/r6235/DES1113+0043/p02/coadd,168.451195,0.730519,2,DR3_1_1_original
DES1001+2126,DEC_Taiga/multiepoch/delve/r5918/DES1001+2126/p01/coadd,150.446617,21.433296,2,DR3_1_1_original
DES1057-0458,DEC_Taiga/multiepoch/delve/r5918/DES1057-0458/p01/coadd,164.374955,-4.980593,2,DR3_1_1_original
DES0921+1543,DEC_Taiga/multiepoch/delve/r5918/DES0921+1543/p01/coadd,140.457358,15.722185,2,DR3_1_1_original
DES0730+2043,DEC_Taiga/multiepoch/delve/r5918/DES0730+2043/p01/coadd,112.682573,20.719407,2,DR3_1_1_original
DES0817+1751,DEC_Taiga/multiepoch/delve/r5918/DES0817+1751/p06/coadd,124.264091,17.863852,2,DR3_1_1_original
DES0922-0624,DEC_Taiga/multiepoch/delve/r5918/DES0922-0624/p01/coadd,140.570581,-6.40837,2,DR3_1_1_original
DES0920+2334,DEC_Taiga/multiepoch/delve/r5918/DES0920+2334/p01/coadd,140.101498,23.574963,2,DR3_1_1_original
DES0845+0043,DEC_Taiga/multiepoch/delve/r5918/DES0845+0043/p01/coadd,131.325955,0.730519,2,DR3_1_1_original
DES1145-1958,DEC_Taiga/multiepoch/delve/r5918/DES1145-1958/p01/coadd,176.292375,-19.972259,2,DR3_1_1_original
DES0818-0333,DEC_Taiga/multiepoch/delve/r5918/DES0818-0333/p02/coadd,124.57225,-3.552815,2,DR3_1_1_original
DES1030-2415,DEC_Taiga/multiepoch/delve/r6101/DES1030-2415/p01/coadd,157.733574,-24.255593,2,DR3_1_1_original
DES1137+0500,DEC_Taiga/multiepoch/delve/r5918/DES1137+0500/p01/coadd,174.420476,5.013852,2,DR3_1_1_original
DES1124+0335,DEC_Taiga/multiepoch/delve/r5918/DES1124+0335/p01/coadd,171.073672,3.586074,2,DR3_1_1_original
DES1041-1458,DEC_Taiga/multiepoch/delve/r5918/DES1041-1458/p01/coadd,160.343335,-14.975037,2,DR3_1_1_original
DES1044+1126,DEC_Taiga/multiepoch/delve/r5918/DES1044+1126/p01/coadd,161.184495,11.438852,2,DR3_1_1_original
DES1143+0752,DEC_Taiga/multiepoch/delve/r5918/DES1143+0752/p02/coadd,175.884664,7.869407,2,DR3_1_1_original
DES0835-1207,DEC_Taiga/multiepoch/delve/r5918/DES0835-1207/p01/coadd,128.937715,-12.119481,2,DR3_1_1_original
DES0756-0624,DEC_Taiga/multiepoch/delve/r5918/DES0756-0624/p01/coadd,119.019256,-6.40837,2,DR3_1_1_original
DES1141+0543,DEC_Taiga/multiepoch/delve/r5918/DES1141+0543/p01/coadd,175.442012,5.727741,2,DR3_1_1_original
DES0846-1624,DEC_Taiga/multiepoch/delve/r5918/DES0846-1624/p01/coadd,131.555448,-16.402815,2,DR3_1_1_original
DES0757+1000,DEC_Taiga/multiepoch/delve/r5918/DES0757+1000/p01/coadd,119.429332,10.011074,2,DR3_1_1_original
DES1002+0126,DEC_Taiga/multiepoch/delve/r5918/DES1002+0126/p02/coadd,150.658254,1.444407,2,DR3_1_1_original
DES0657+2043,DEC_Taiga/multiepoch/delve/r5918/DES0657+2043/p01/coadd,104.28679,20.719407,2,DR3_1_1_original
DES0801+0626,DEC_Taiga/multiepoch/delve/r5918/DES0801+0626/p01/coadd,120.469471,6.44163,2,DR3_1_1_original
DES1025+2834,DEC_Taiga/multiepoch/delve/r5918/DES1025+2834/p01/coadd,156.427269,28.572185,2,DR3_1_1_original
DES1015+1209,DEC_Taiga/multiepoch/delve/r5918/DES1015+1209/p01/coadd,153.793121,12.152741,2,DR3_1_1_original
DES1032-0250,DEC_Taiga/multiepoch/delve/r5918/DES1032-0250/p01/coadd,158.020506,-2.838926,2,DR3_1_1_original
DES0941-2206,DEC_Taiga/multiepoch/delve/r5918/DES0941-2206/p01/coadd,145.401766,-22.113926,2,DR3_1_1_original
DES1038-1207,DEC_Taiga/multiepoch/delve/r5918/DES1038-1207/p01/coadd,159.60455,-12.119481,2,DR3_1_1_original
DES1027-1124,DEC_Taiga/multiepoch/delve/r5918/DES1027-1124/p01/coadd,156.785935,-11.405593,2,DR3_1_1_original
DES0930-1458,DEC_Taiga/multiepoch/delve/r5918/DES0930-1458/p01/coadd,142.607675,-14.975037,2,DR3_1_1_original
DES1134-0458,DEC_Taiga/multiepoch/delve/r5918/DES1134-0458/p01/coadd,173.690685,-4.980593,2,DR3_1_1_original
DES0807+2417,DEC_Taiga/multiepoch/delve/r5918/DES0807+2417/p01/coadd,121.769287,24.288852,2,DR3_1_1_original
DES0731+0709,DEC_Taiga/multiepoch/delve/r5918/DES0731+0709/p01/coadd,112.860493,7.155519,2,DR3_1_1_original
DES1048+1626,DEC_Taiga/multiepoch/delve/r5918/DES1048+1626/p01/coadd,162.109052,16.436074,2,DR3_1_1_original
DES0907-1250,DEC_Taiga/multiepoch/delve/r5918/DES0907-1250/p01/coadd,136.850119,-12.83337,2,DR3_1_1_original
DES0909-1541,DEC_Taiga/multiepoch/delve/r6101/DES0909-1541/p01/coadd,137.45442,-15.688926,2,DR3_1_1_original
DES1101-0541,DEC_Taiga/multiepoch/delve/r5918/DES1101-0541/p01/coadd,165.382849,-5.694481,2,DR3_1_1_original
DES1107+1334,DEC_Taiga/multiepoch/delve/r5918/DES1107+1334/p01/coadd,166.90706,13.580519,2,DR3_1_1_original
DES1103-0250,DEC_Taiga/multiepoch/delve/r5918/DES1103-0250/p01/coadd,165.882933,-2.838926,2,DR3_1_1_original
DES0914+0917,DEC_Taiga/multiepoch/delve/r5918/DES0914+0917/p01/coadd,138.528068,9.297185,2,DR3_1_1_original
DES1054-0207,DEC_Taiga/multiepoch/delve/r6101/DES1054-0207/p01/coadd,163.604333,-2.125037,2,DR3_1_1_original
DES0911+0126,DEC_Taiga/multiepoch/delve/r5918/DES0911+0126/p01/coadd,137.804169,1.444407,2,DR3_1_1_original
DES1050+1334,DEC_Taiga/multiepoch/delve/r5918/DES1050+1334/p01/coadd,162.500523,13.580519,2,DR3_1_1_original
DES1152-0333,DEC_Taiga/multiepoch/delve/r5918/DES1152-0333/p01/coadd,178.217014,-3.552815,2,DR3_1_1_original
DES0801+1543,DEC_Taiga/multiepoch/delve/r5918/DES0801+1543/p01/coadd,120.433188,15.722185,2,DR3_1_1_original
DES0933+1334,DEC_Taiga/multiepoch/delve/r5918/DES0933+1334/p01/coadd,143.40553,13.580519,2,DR3_1_1_original
DES0956+2917,DEC_Taiga/multiepoch/delve/r5918/DES0956+2917/p01/coadd,149.092062,29.286074,2,DR3_1_1_original
DES0836-1124,DEC_Taiga/multiepoch/delve/r5918/DES0836-1124/p01/coadd,129.111645,-11.405593,2,DR3_1_1_original
DES0800+2543,DEC_Taiga/multiepoch/delve/r5918/DES0800+2543/p01/coadd,120.224582,25.71663,2,DR3_1_1_original
DES0940-1124,DEC_Taiga/multiepoch/delve/r5918/DES0940-1124/p01/coadd,145.133602,-11.405593,2,DR3_1_1_original
DES1111+2917,DEC_Taiga/multiepoch/delve/r5918/DES1111+2917/p01/coadd,167.917645,29.286074,2,DR3_1_1_original
DES1144+1751,DEC_Taiga/multiepoch/delve/r5918/DES1144+1751/p02/coadd,176.017567,17.863852,2,DR3_1_1_original
DES1151-1332,DEC_Taiga/multiepoch/delve/r5918/DES1151-1332/p01/coadd,177.886501,-13.547259,2,DR3_1_1_original
DES1008-1832,DEC_Taiga/multiepoch/delve/r5918/DES1008-1832/p01/coadd,152.19063,-18.544481,2,DR3_1_1_original
DES0729+0543,DEC_Taiga/multiepoch/delve/r5918/DES0729+0543/p01/coadd,112.304563,5.727741,2,DR3_1_1_original
DES0903-2415,DEC_Taiga/multiepoch/delve/r5918/DES0903-2415/p01/coadd,135.809255,-24.255593,2,DR3_1_1_original
DES0832+1209,DEC_Taiga/multiepoch/delve/r5918/DES0832+1209/p01/coadd,128.234228,12.152741,2,DR3_1_1_original
DES0833+0917,DEC_Taiga/multiepoch/delve/r6101/DES0833+0917/p01/coadd,128.400585,9.297185,2,DR3_1_1_original
DES1022-0958,DEC_Taiga/multiepoch/delve/r5918/DES1022-0958/p01/coadd,155.650987,-9.977815,2,DR3_1_1_original
DES1038+2708,DEC_Taiga/multiepoch/delve/r5918/DES1038+2708/p01/coadd,159.686075,27.144407,2,DR3_1_1_original
DES0904-1749,DEC_Taiga/multiepoch/delve/r5918/DES0904-1749/p02/coadd,136.223455,-17.830593,2,DR3_1_1_original
DES1002-0041,DEC_Taiga/multiepoch/delve/r5918/DES1002-0041/p01/coadd,150.600814,-0.697259,2,DR3_1_1_original
DES1146-0750,DEC_Taiga/multiepoch/delve/r5918/DES1146-0750/p01/coadd,176.58435,-7.836148,2,DR3_1_1_original
DES1143+2751,DEC_Taiga/multiepoch/delve/r5918/DES1143+2751/p01/coadd,175.812877,27.858296,2,DR3_1_1_original
DES0958+1709,DEC_Taiga/multiepoch/delve/r5918/DES0958+1709/p01/coadd,149.592035,17.149963,2,DR3_1_1_original
DES1116+0126,DEC_Taiga/multiepoch/delve/r5918/DES1116+0126/p01/coadd,169.225265,1.444407,2,DR3_1_1_original
DES1056+0043,DEC_Taiga/multiepoch/delve/r5918/DES1056+0043/p01/coadd,164.167513,0.730519,2,DR3_1_1_original
DES1040+2417,DEC_Taiga/multiepoch/delve/r6101/DES1040+2417/p01/coadd,160.146913,24.288852,2,DR3_1_1_original
DES1118+2334,DEC_Taiga/multiepoch/delve/r5918/DES1118+2334/p01/coadd,169.699614,23.574963,2,DR3_1_1_original
DES1153-0915,DEC_Taiga/multiepoch/delve/r5918/DES1153-0915/p01/coadd,178.28958,-9.263926,2,DR3_1_1_original
DES0758-0333,DEC_Taiga/multiepoch/delve/r5918/DES0758-0333/p01/coadd,119.565405,-3.552815,2,DR3_1_1_original
DES1039-0416,DEC_Taiga/multiepoch/delve/r5918/DES1039-0416/p01/coadd,159.828558,-4.266704,2,DR3_1_1_original
DES1157+2000,DEC_Taiga/multiepoch/delve/r5918/DES1157+2000/p01/coadd,179.386602,20.005519,2,DR3_1_1_original
DES1114+1043,DEC_Taiga/multiepoch/delve/r5918/DES1114+1043/p01/coadd,168.576817,10.724963,2,DR3_1_1_original
DES1156+2834,DEC_Taiga/multiepoch/delve/r5918/DES1156+2834/p01/coadd,179.188085,28.572185,2,DR3_1_1_original
DES1133-1250,DEC_Taiga/multiepoch/delve/r5918/DES1133-1250/p01/coadd,173.459044,-12.83337,2,DR3_1_1_original
DES0742+0835,DEC_Taiga/multiepoch/delve/r5918/DES0742+0835/p02/coadd,115.709123,8.583296,2,DR3_1_1_original
DES0750-0416,DEC_Taiga/multiepoch/delve/r5918/DES0750-0416/p01/coadd,117.592059,-4.266704,2,DR3_1_1_original
DES1003-2206,DEC_Taiga/multiepoch/delve/r5918/DES1003-2206/p01/coadd,150.795786,-22.113926,2,DR3_1_1_original
DES1011+2000,DEC_Taiga/multiepoch/delve/r5918/DES1011+2000/p01/coadd,152.796,20.005519,2,DR3_1_1_original
DES0846+1417,DEC_Taiga/multiepoch/delve/r5918/DES0846+1417/p01/coadd,131.589037,14.294407,2,DR3_1_1_original
DES0850+0001,DEC_Taiga/multiepoch/delve/r5918/DES0850+0001/p01/coadd,132.736157,0.01663,2,DR3_1_1_original
DES0747+0917,DEC_Taiga/multiepoch/delve/r5918/DES0747+0917/p01/coadd,116.826318,9.297185,2,DR3_1_1_original
DES0723+1834,DEC_Taiga/multiepoch/delve/r5918/DES0723+1834/p01/coadd,110.814649,18.577741,2,DR3_1_1_original
DES0907-1749,DEC_Taiga/multiepoch/delve/r5918/DES0907-1749/p01/coadd,136.973364,-17.830593,2,DR3_1_1_original
DES0725+2126,DEC_Taiga/multiepoch/delve/r5918/DES0725+2126/p01/coadd,111.333342,21.433296,2,DR3_1_1_original
DES1020-1250,DEC_Taiga/multiepoch/delve/r5918/DES1020-1250/p01/coadd,155.154582,-12.83337,2,DR3_1_1_original
DES0831+2834,DEC_Taiga/multiepoch/delve/r5918/DES0831+2834/p01/coadd,127.976249,28.572185,2,DR3_1_1_original
DES1114+2751,DEC_Taiga/multiepoch/delve/r5918/DES1114+2751/p01/coadd,168.545647,27.858296,2,DR3_1_1_original
DES1155-0333,DEC_Taiga/multiepoch/delve/r5918/DES1155-0333/p01/coadd,178.932278,-3.552815,2,DR3_1_1_original
DES1041-1250,DEC_Taiga/multiepoch/delve/r5918/DES1041-1250/p01/coadd,160.279831,-12.83337,2,DR3_1_1_original
DES1131-1915,DEC_Taiga/multiepoch/delve/r5918/DES1131-1915/p01/coadd,172.86606,-19.25837,2,DR3_1_1_original
DES1130-1332,DEC_Taiga/multiepoch/delve/r5918/DES1130-1332/p01/coadd,172.746263,-13.547259,2,DR3_1_1_original
DES1050+2126,DEC_Taiga/multiepoch/delve/r5918/DES1050+2126/p01/coadd,162.717448,21.433296,2,DR3_1_1_original
DES0901-2332,DEC_Taiga/multiepoch/delve/r5918/DES0901-2332/p01/coadd,135.372203,-23.541704,2,DR3_1_1_original
DES0932-0707,DEC_Taiga/multiepoch/delve/r5918/DES0932-0707/p01/coadd,143.062562,-7.122259,2,DR3_1_1_original
DES1131+0209,DEC_Taiga/multiepoch/delve/r5918/DES1131+0209/p01/coadd,172.896886,2.158296,2,DR3_1_1_original
DES1017-0250,DEC_Taiga/multiepoch/delve/r5918/DES1017-0250/p01/coadd,154.446675,-2.838926,2,DR3_1_1_original
DES0929+0835,DEC_Taiga/multiepoch/delve/r5918/DES0929+0835/p01/coadd,142.422202,8.583296,2,DR3_1_1_original
DES1037-0458,DEC_Taiga/multiepoch/delve/r5918/DES1037-0458/p01/coadd,159.358793,-4.980593,2,DR3_1_1_original
DES1141-2206,DEC_Taiga/multiepoch/delve/r5918/DES1141-2206/p01/coadd,175.454165,-22.113926,2,DR3_1_1_original
DES1015+1626,DEC_Taiga/multiepoch/delve/r5918/DES1015+1626/p01/coadd,153.921706,16.436074,2,DR3_1_1_original
DES1154-0250,DEC_Taiga/multiepoch/delve/r5918/DES1154-0250/p01/coadd,178.748722,-2.838926,2,DR3_1_1_original
DES0945-1458,DEC_Taiga/multiepoch/delve/r5918/DES0945-1458/p01/coadd,146.302604,-14.975037,2,DR3_1_1_original
DES1057+1834,DEC_Taiga/multiepoch/delve/r5918/DES1057+1834/p01/coadd,164.2871,18.577741,2,DR3_1_1_original
DES0859+0418,DEC_Taiga/multiepoch/delve/r5918/DES0859+0418/p01/coadd,134.782584,4.299963,2,DR3_1_1_original
DES1056+1043,DEC_Taiga/multiepoch/delve/r5918/DES1056+1043/p01/coadd,164.217331,10.724963,2,DR3_1_1_original
DES1121-1707,DEC_Taiga/multiepoch/delve/r5918/DES1121-1707/p01/coadd,170.465246,-17.116704,2,DR3_1_1_original
DES0753+2334,DEC_Taiga/multiepoch/delve/r5918/DES0753+2334/p01/coadd,118.29236,23.574963,2,DR3_1_1_original
DES0705+1709,DEC_Taiga/multiepoch/delve/r5918/DES0705+1709/p01/coadd,106.259756,17.149963,2,DR3_1_1_original
DES0819-1707,DEC_Taiga/multiepoch/delve/r5918/DES0819-1707/p02/coadd,124.899814,-17.116704,2,DR3_1_1_original
DES1105+2917,DEC_Taiga/multiepoch/delve/r5918/DES1105+2917/p02/coadd,166.280637,29.286074,2,DR3_1_1_original
DES0844-0333,DEC_Taiga/multiepoch/delve/r5918/DES0844-0333/p01/coadd,131.009622,-3.552815,2,DR3_1_1_original
DES1108+1751,DEC_Taiga/multiepoch/delve/r5918/DES1108+1751/p01/coadd,167.016963,17.863852,2,DR3_1_1_original
DES1017-1415,DEC_Taiga/multiepoch/delve/r5918/DES1017-1415/p01/coadd,154.391207,-14.261148,2,DR3_1_1_original
DES0900+1043,DEC_Taiga/multiepoch/delve/r5918/DES0900+1043/p02/coadd,135.154089,10.724963,2,DR3_1_1_original
DES0848+2126,DEC_Taiga/multiepoch/delve/r5918/DES0848+2126/p01/coadd,132.04037,21.433296,2,DR3_1_1_original
DES0914+0500,DEC_Taiga/multiepoch/delve/r5918/DES0914+0500/p01/coadd,138.588924,5.013852,2,DR3_1_1_original
DES0706+2043,DEC_Taiga/multiepoch/delve/r5918/DES0706+2043/p01/coadd,106.576549,20.719407,2,DR3_1_1_original
DES0831-0207,DEC_Taiga/multiepoch/delve/r5918/DES0831-0207/p01/coadd,127.885325,-2.125037,2,DR3_1_1_original
DES1020+1252,DEC_Taiga/multiepoch/delve/r5918/DES1020+1252/p01/coadd,155.186455,12.86663,2,DR3_1_1_original
DES1120-1541,DEC_Taiga/multiepoch/delve/r5918/DES1120-1541/p01/coadd,170.081062,-15.688926,2,DR3_1_1_original
DES1051-0458,DEC_Taiga/multiepoch/delve/r5918/DES1051-0458/p01/coadd,162.941766,-4.980593,2,DR3_1_1_original
DES0855+1252,DEC_Taiga/multiepoch/delve/r5918/DES0855+1252/p02/coadd,133.95046,12.86663,2,DR3_1_1_original
DES0736+1043,DEC_Taiga/multiepoch/delve/r5918/DES0736+1043/p01/coadd,114.08324,10.724963,2,DR3_1_1_original
DES0843+1417,DEC_Taiga/multiepoch/delve/r5918/DES0843+1417/p02/coadd,130.85234,14.294407,2,DR3_1_1_original
DES0826+0335,DEC_Taiga/multiepoch/delve/r5918/DES0826+0335/p02/coadd,126.725724,3.586074,2,DR3_1_1_original
DES1124+1834,DEC_Taiga/multiepoch/delve/r5918/DES1124+1834/p01/coadd,171.065298,18.577741,2,DR3_1_1_original
DES0927+2751,DEC_Taiga/multiepoch/delve/r5918/DES0927+2751/p01/coadd,141.899134,27.858296,2,DR3_1_1_original
DES1113+1917,DEC_Taiga/multiepoch/delve/r5918/DES1113+1917/p01/coadd,168.380373,19.29163,2,DR3_1_1_original
DES1053-1458,DEC_Taiga/multiepoch/delve/r5918/DES1053-1458/p01/coadd,163.299278,-14.975037,2,DR3_1_1_original
DES1000+0917,DEC_Taiga/multiepoch/delve/r5918/DES1000+0917/p01/coadd,150.102335,9.297185,2,DR3_1_1_original
DES1006+0709,DEC_Taiga/multiepoch/delve/r5918/DES1006+0709/p01/coadd,151.713092,7.155519,2,DR3_1_1_original
DES0839-0624,DEC_Taiga/multiepoch/delve/r5918/DES0839-0624/p01/coadd,129.794918,-6.40837,2,DR3_1_1_original
DES0853-1832,DEC_Taiga/multiepoch/delve/r5918/DES0853-1832/p02/coadd,133.36598,-18.544481,2,DR3_1_1_original
DES1049-0707,DEC_Taiga/multiepoch/delve/r5918/DES1049-0707/p01/coadd,162.487446,-7.122259,2,DR3_1_1_original
