TILENAME,PATH
DES1143-1415, DEC_Taiga/multiepoch/delve/r6101/DES1143-1415/p01/coadd
DES0949+0252, DEC_Taiga/multiepoch/delve/r6101/DES0949+0252/p01/coadd
DES1152+1043, DEC_Taiga/multiepoch/delve/r6101/DES1152+1043/p02/coadd
DES0831+2625, DEC_Taiga/multiepoch/delve/r6101/DES0831+2625/p01/coadd
DES1121+1834, DEC_Taiga/multiepoch/delve/r6101/DES1121+1834/p01/coadd
DES1042+2543, DEC_Taiga/multiepoch/delve/r6101/DES1042+2543/p01/coadd
DES1102-1124, DEC_Taiga/multiepoch/delve/r6101/DES1102-1124/p01/coadd
DES1124+1626, DEC_Taiga/multiepoch/delve/r6101/DES1124+1626/p01/coadd
DES0831+1043, DEC_Taiga/multiepoch/delve/r6101/DES0831+1043/p01/coadd
DES1040+2043, DEC_Taiga/multiepoch/delve/r6101/DES1040+2043/p01/coadd
DES1034+0626, DEC_Taiga/multiepoch/delve/r6101/DES1034+0626/p01/coadd
DES1035+2834, DEC_Taiga/multiepoch/delve/r6101/DES1035+2834/p01/coadd
DES1008+0126, DEC_Taiga/multiepoch/delve/r6101/DES1008+0126/p01/coadd
DES0837+0835, DEC_Taiga/multiepoch/delve/r6101/DES0837+0835/p01/coadd
DES0948+0209, DEC_Taiga/multiepoch/delve/r6101/DES0948+0209/p01/coadd
DES1034+0209, DEC_Taiga/multiepoch/delve/r6101/DES1034+0209/p01/coadd
DES1134+2917, DEC_Taiga/multiepoch/delve/r6101/DES1134+2917/p01/coadd
DES1002+2834, DEC_Taiga/multiepoch/delve/r6101/DES1002+2834/p01/coadd
DES1007+1709, DEC_Taiga/multiepoch/delve/r6101/DES1007+1709/p01/coadd
DES0921+1000, DEC_Taiga/multiepoch/delve/r6101/DES0921+1000/p01/coadd
DES0944-0416, DEC_Taiga/multiepoch/delve/r6101/DES0944-0416/p01/coadd
DES1023-1207, DEC_Taiga/multiepoch/delve/r6101/DES1023-1207/p01/coadd
DES1059+0043, DEC_Taiga/multiepoch/delve/r6101/DES1059+0043/p01/coadd
DES1107-0833, DEC_Taiga/multiepoch/delve/r6101/DES1107-0833/p02/coadd
DES0910+1000, DEC_Taiga/multiepoch/delve/r6101/DES0910+1000/p01/coadd
DES1137+0252, DEC_Taiga/multiepoch/delve/r6101/DES1137+0252/p01/coadd
DES0924-2249, DEC_Taiga/multiepoch/delve/r6101/DES0924-2249/p01/coadd
DES0833+0917, DEC_Taiga/multiepoch/delve/r6101/DES0833+0917/p01/coadd
DES1009+2043, DEC_Taiga/multiepoch/delve/r6101/DES1009+2043/p01/coadd
DES0736+2043, DEC_Taiga/multiepoch/delve/r6101/DES0736+2043/p01/coadd
DES1020-0458, DEC_Taiga/multiepoch/delve/r6101/DES1020-0458/p01/coadd
DES1054-0207, DEC_Taiga/multiepoch/delve/r6101/DES1054-0207/p01/coadd
DES1103-2249, DEC_Taiga/multiepoch/delve/r6101/DES1103-2249/p01/coadd
DES0901-0333, DEC_Taiga/multiepoch/delve/r6101/DES0901-0333/p01/coadd
DES0920+0709, DEC_Taiga/multiepoch/delve/r6101/DES0920+0709/p01/coadd
DES0945+0126, DEC_Taiga/multiepoch/delve/r6101/DES0945+0126/p01/coadd
DES0854-0458, DEC_Taiga/multiepoch/delve/r6101/DES0854-0458/p01/coadd
DES1054+0500, DEC_Taiga/multiepoch/delve/r6101/DES1054+0500/p01/coadd
DES0835+1000, DEC_Taiga/multiepoch/delve/r6101/DES0835+1000/p01/coadd
DES1027-1915, DEC_Taiga/multiepoch/delve/r6101/DES1027-1915/p01/coadd
DES0913-1250, DEC_Taiga/multiepoch/delve/r6101/DES0913-1250/p01/coadd
DES1102-2124, DEC_Taiga/multiepoch/delve/r6101/DES1102-2124/p01/coadd
DES1033-2041, DEC_Taiga/multiepoch/delve/r6101/DES1033-2041/p01/coadd
DES0800+2208, DEC_Taiga/multiepoch/delve/r6101/DES0800+2208/p01/coadd
DES0951+0209, DEC_Taiga/multiepoch/delve/r6101/DES0951+0209/p01/coadd
DES0927-0750, DEC_Taiga/multiepoch/delve/r6101/DES0927-0750/p01/coadd
DES1020+2251, DEC_Taiga/multiepoch/delve/r6101/DES1020+2251/p01/coadd
DES0839+0917, DEC_Taiga/multiepoch/delve/r6101/DES0839+0917/p01/coadd
DES0922-0207, DEC_Taiga/multiepoch/delve/r6101/DES0922-0207/p01/coadd
DES1013-2124, DEC_Taiga/multiepoch/delve/r6101/DES1013-2124/p01/coadd
DES0937-0915, DEC_Taiga/multiepoch/delve/r6101/DES0937-0915/p01/coadd
DES0909-1541, DEC_Taiga/multiepoch/delve/r6101/DES0909-1541/p01/coadd
DES1125+1417, DEC_Taiga/multiepoch/delve/r6101/DES1125+1417/p01/coadd
DES0942-1915, DEC_Taiga/multiepoch/delve/r6101/DES0942-1915/p01/coadd
DES1001+2543, DEC_Taiga/multiepoch/delve/r6101/DES1001+2543/p01/coadd
DES0947+2625, DEC_Taiga/multiepoch/delve/r6101/DES0947+2625/p01/coadd
DES1032+0917, DEC_Taiga/multiepoch/delve/r6101/DES1032+0917/p01/coadd
DES1054+0252, DEC_Taiga/multiepoch/delve/r6101/DES1054+0252/p01/coadd
DES1122-2249, DEC_Taiga/multiepoch/delve/r6101/DES1122-2249/p01/coadd
DES0935-0833, DEC_Taiga/multiepoch/delve/r6101/DES0935-0833/p01/coadd
DES0903+0543, DEC_Taiga/multiepoch/delve/r6101/DES0903+0543/p01/coadd
DES0940+0917, DEC_Taiga/multiepoch/delve/r6101/DES0940+0917/p01/coadd
DES1054+0209, DEC_Taiga/multiepoch/delve/r6101/DES1054+0209/p01/coadd
DES0856-1832, DEC_Taiga/multiepoch/delve/r6101/DES0856-1832/p01/coadd
DES1154+0500, DEC_Taiga/multiepoch/delve/r6101/DES1154+0500/p02/coadd
DES0847+2251, DEC_Taiga/multiepoch/delve/r6101/DES0847+2251/p01/coadd
DES1105-0750, DEC_Taiga/multiepoch/delve/r6101/DES1105-0750/p01/coadd
DES0913-1707, DEC_Taiga/multiepoch/delve/r6101/DES0913-1707/p01/coadd
DES1116+0001, DEC_Taiga/multiepoch/delve/r6101/DES1116+0001/p01/coadd
DES0933-0750, DEC_Taiga/multiepoch/delve/r6101/DES0933-0750/p01/coadd
DES0906+0543, DEC_Taiga/multiepoch/delve/r6101/DES0906+0543/p01/coadd
DES1104-0833, DEC_Taiga/multiepoch/delve/r6101/DES1104-0833/p01/coadd
DES1029+0709, DEC_Taiga/multiepoch/delve/r6101/DES1029+0709/p01/coadd
DES0921+0835, DEC_Taiga/multiepoch/delve/r6101/DES0921+0835/p01/coadd
DES1012+0335, DEC_Taiga/multiepoch/delve/r6101/DES1012+0335/p01/coadd
DES1015-2415, DEC_Taiga/multiepoch/delve/r6101/DES1015-2415/p01/coadd
DES1018+0543, DEC_Taiga/multiepoch/delve/r6101/DES1018+0543/p01/coadd
DES1136+2000, DEC_Taiga/multiepoch/delve/r6101/DES1136+2000/p01/coadd
DES1113-0041, DEC_Taiga/multiepoch/delve/r6101/DES1113-0041/p02/coadd
DES0940-0207, DEC_Taiga/multiepoch/delve/r6101/DES0940-0207/p01/coadd
DES1036+0126, DEC_Taiga/multiepoch/delve/r6101/DES1036+0126/p01/coadd
DES1004-0333, DEC_Taiga/multiepoch/delve/r6101/DES1004-0333/p01/coadd
DES1113+0001, DEC_Taiga/multiepoch/delve/r6101/DES1113+0001/p01/coadd
DES0830+0917, DEC_Taiga/multiepoch/delve/r6101/DES0830+0917/p01/coadd
DES1110+2751, DEC_Taiga/multiepoch/delve/r6101/DES1110+2751/p01/coadd
DES1103-0750, DEC_Taiga/multiepoch/delve/r6101/DES1103-0750/p01/coadd
DES1121+0543, DEC_Taiga/multiepoch/delve/r6101/DES1121+0543/p01/coadd
DES0856-0416, DEC_Taiga/multiepoch/delve/r6101/DES0856-0416/p01/coadd
DES0908+1126, DEC_Taiga/multiepoch/delve/r6101/DES0908+1126/p01/coadd
DES0807+2543, DEC_Taiga/multiepoch/delve/r6101/DES0807+2543/p01/coadd
DES0811+2917, DEC_Taiga/multiepoch/delve/r6101/DES0811+2917/p01/coadd
