TILENAME,PATH,RA_CENT,DEC_CENT 
DES1127-3457,DEC_Taiga/multiepoch/delve/r6050/DES1127-3457/p01/coadd,171.978426,-34.963926
DES1250-3540,DEC_Taiga/multiepoch/delve/r6050/DES1250-3540/p01/coadd,192.712921,-35.677815
DES1359-3249,DEC_Taiga/multiepoch/delve/r6050/DES1359-3249/p01/coadd,209.77906,-32.822259
DES1404-5040,DEC_Taiga/multiepoch/delve/r6050/DES1404-5040/p01/coadd,211.236588,-50.669481
DES1403+0500,DEC_Taiga/multiepoch/delve/r6117/DES1403+0500/p01/coadd,210.96866,5.013852
DES1634-2124,DEC_Taiga/multiepoch/delve/r6117/DES1634-2124/p01/coadd,248.53715,-21.400037
DES1501-4706,DEC_Taiga/multiepoch/delve/r6050/DES1501-4706/p01/coadd,225.422609,-47.100037
DES1643-1832,DEC_Taiga/multiepoch/delve/r6050/DES1643-1832/p04/coadd,250.831796,-18.544481
DES1340-2623,DEC_Taiga/multiepoch/delve/r6050/DES1340-2623/p01/coadd,205.103748,-26.397259
DES1025-2706,DEC_Taiga/multiepoch/delve/r6050/DES1025-2706/p01/coadd,156.405112,-27.111148
DES1408-0124,DEC_Taiga/multiepoch/delve/r6117/DES1408-0124/p01/coadd,212.067906,-1.411148
DES1113-2706,DEC_Taiga/multiepoch/delve/r6050/DES1113-2706/p01/coadd,168.435266,-27.111148
DES1425-2623,DEC_Taiga/multiepoch/delve/r6050/DES1425-2623/p01/coadd,216.261583,-26.397259
DES1436-3914,DEC_Taiga/multiepoch/delve/r6050/DES1436-3914/p02/coadd,219.204902,-39.247259
DES1053-4040,DEC_Taiga/multiepoch/delve/r6050/DES1053-4040/p02/coadd,163.499515,-40.675037
DES1433-3623,DEC_Taiga/multiepoch/delve/r6050/DES1433-3623/p01/coadd,218.299469,-36.391704
DES1232+1209,DEC_Taiga/multiepoch/delve/r6117/DES1232+1209/p01/coadd,188.115062,12.152741
DES1315-3706,DEC_Taiga/multiepoch/delve/r6050/DES1315-3706/p01/coadd,198.756234,-37.105593
DES1407-2458,DEC_Taiga/multiepoch/delve/r6050/DES1407-2458/p01/coadd,211.885095,-24.969481
DES1342-0124,DEC_Taiga/multiepoch/delve/r6117/DES1342-0124/p01/coadd,205.640957,-1.411148
DES1143-3249,DEC_Taiga/multiepoch/delve/r6050/DES1143-3249/p01/coadd,175.798769,-32.822259
DES1311-1415,DEC_Taiga/multiepoch/delve/r6117/DES1311-1415/p01/coadd,197.849912,-14.261148
DES1035-2623,DEC_Taiga/multiepoch/delve/r6050/DES1035-2623/p01/coadd,158.878432,-26.397259
DES1057-3206,DEC_Taiga/multiepoch/delve/r6050/DES1057-3206/p01/coadd,164.468731,-32.10837
DES1351-4249,DEC_Taiga/multiepoch/delve/r6050/DES1351-4249/p02/coadd,207.939553,-42.816704
DES1303-3332,DEC_Taiga/multiepoch/delve/r6050/DES1303-3332/p02/coadd,195.917787,-33.536148
DES1244-4414,DEC_Taiga/multiepoch/delve/r6050/DES1244-4414/p01/coadd,191.04083,-44.244481
DES1218-3206,DEC_Taiga/multiepoch/delve/r6050/DES1218-3206/p01/coadd,184.695922,-32.10837
DES1618-2915,DEC_Taiga/multiepoch/delve/r6050/DES1618-2915/p01/coadd,244.749441,-29.252815
DES1215-4914,DEC_Taiga/multiepoch/delve/r6050/DES1215-4914/p01/coadd,183.99187,-49.241704
DES1001-3249,DEC_Taiga/multiepoch/delve/r6117/DES1001-3249/p01/coadd,150.313552,-32.822259
DES1427-2541,DEC_Taiga/multiepoch/delve/r6050/DES1427-2541/p01/coadd,216.809542,-25.68337
DES1227-3832,DEC_Taiga/multiepoch/delve/r6050/DES1227-3832/p01/coadd,186.959158,-38.53337
DES1201-3914,DEC_Taiga/multiepoch/delve/r6050/DES1201-3914/p01/coadd,180.487921,-39.247259
DES1444-2623,DEC_Taiga/multiepoch/delve/r6050/DES1444-2623/p01/coadd,221.043512,-26.397259
DES1423+1126,DEC_Taiga/multiepoch/delve/r6117/DES1423+1126/p01/coadd,215.811224,11.438852
DES1316-3957,DEC_Taiga/multiepoch/delve/r6050/DES1316-3957/p01/coadd,199.072632,-39.961148
DES1410-4748,DEC_Taiga/multiepoch/delve/r6050/DES1410-4748/p01/coadd,212.657071,-47.813926
DES1312+1834,DEC_Taiga/multiepoch/delve/r6117/DES1312+1834/p01/coadd,198.17809,18.577741
DES1452-4331,DEC_Taiga/multiepoch/delve/r6050/DES1452-4331/p02/coadd,223.200066,-43.530593
DES0956-3623,DEC_Taiga/multiepoch/delve/r6050/DES0956-3623/p01/coadd,149.125916,-36.391704
DES1715+0709,DEC_Taiga/multiepoch/delve/r6117/DES1715+0709/p01/coadd,258.917484,7.155519
DES1415-3040,DEC_Taiga/multiepoch/delve/r6050/DES1415-3040/p01/coadd,213.828396,-30.680593
DES1256-4831,DEC_Taiga/multiepoch/delve/r6050/DES1256-4831/p01/coadd,194.192664,-48.527815
DES1549-2541,DEC_Taiga/multiepoch/delve/r6050/DES1549-2541/p01/coadd,237.405466,-25.68337
DES1246-0458,DEC_Taiga/multiepoch/delve/r6117/DES1246-0458/p01/coadd,191.60555,-4.980593
DES1247-2749,DEC_Taiga/multiepoch/delve/r6050/DES1247-2749/p01/coadd,191.877188,-27.825037
DES0920-3206,DEC_Taiga/multiepoch/delve/r6050/DES0920-3206/p02/coadd,140.027542,-32.10837
DES1414-0416,DEC_Taiga/multiepoch/delve/r6235/DES1414-0416/p03/coadd,213.519023,-4.266704
DES1307-3706,DEC_Taiga/multiepoch/delve/r6050/DES1307-3706/p01/coadd,196.965974,-37.105593
DES0919-3040,DEC_Taiga/multiepoch/delve/r6050/DES0919-3040/p04/coadd,139.951386,-30.680593
DES0907-2541,DEC_Taiga/multiepoch/delve/r6050/DES0907-2541/p01/coadd,136.802299,-25.68337
DES1101-2458,DEC_Taiga/multiepoch/delve/r6050/DES1101-2458/p01/coadd,165.422978,-24.969481
